n,B_n
744,-0.000000000000
745,0.000000000000
746,-0.000000000000
747,0.000000000000
748,0.000000000000
749,0.000000000000
750,0.000000000000
751,6.621405651764
752,0.000000000000
753,0.000000000000
754,0.000000000000
755,0.000000000000
756,0.000000000000
757,6.629363253437
758,0.000000000000
759,0.000000000000
760,0.000000000000
761,6.634633357862
762,0.000000000000
763,0.000000000000
764,0.000000000000
765,0.000000000000
766,0.000000000000
767,-0.000000000000
768,0.000000000000
769,6.645090969506
770,-0.000000000000
771,-0.000000000000
772,0.000000000000
773,6.650279048587
774,0.000000000000
775,0.000000000000
776,0.000000000000
777,0.000000000000
778,0.000000000000
779,0.000000000000
780,0.000000000000
781,0.000000000000
782,0.000000000000
783,-0.000000000000
784,0.000000000000
785,0.000000000000
786,0.000000000000
787,6.668228248417
788,0.000000000000
789,-0.000000000000
790,0.000000000000
791,0.000000000000
792,-0.000000000000
793,-0.000000000000
794,0.000000000000
795,0.000000000000
796,0.000000000000
797,6.680854678790
798,-0.000000000000
799,0.000000000000
800,0.000000000000
801,0.000000000000
802,0.000000000000
803,0.000000000000
804,0.000000000000
805,0.000000000000
806,0.000000000000
807,0.000000000000
808,0.000000000000
809,6.695798917058
810,0.000000000000
811,6.698268054115
812,0.000000000000
813,-0.000000000000
814,-0.000000000000
815,0.000000000000
816,0.000000000000
817,0.000000000000
818,-0.000000000000
819,0.000000000000
820,-0.000000000000
821,6.710523109452
822,0.000000000000
823,6.712956200677
824,0.000000000000
825,0.000000000000
826,0.000000000000
827,6.717804695024
828,0.000000000000
829,6.720220155135
830,0.000000000000
831,0.000000000000
832,0.000000000000
833,0.000000000000
834,0.000000000000
835,-0.000000000000
836,0.000000000000
837,0.000000000000
838,0.000000000000
839,6.732210706467
840,0.000000000000
841,3.367295829986
842,0.000000000000
843,0.000000000000
844,0.000000000000
845,0.000000000000
846,0.000000000000
847,0.000000000000
848,0.000000000000
849,0.000000000000
850,0.000000000000
851,0.000000000000
852,-0.000000000000
853,6.748759547492
854,0.000000000000
855,0.000000000000
856,0.000000000000
857,6.753437918598
858,0.000000000000
859,6.755768921984
860,0.000000000000
861,0.000000000000
862,0.000000000000
863,6.760414691083
864,-0.000000000000
865,-0.000000000000
866,0.000000000000
867,0.000000000000
868,0.000000000000
869,0.000000000000
870,0.000000000000
871,0.000000000000
872,0.000000000000
873,-0.000000000000
874,0.000000000000
875,-0.000000000000
876,0.000000000000
877,6.776506992372
878,0.000000000000
879,-0.000000000000
880,0.000000000000
881,6.781057625936
882,0.000000000000
883,6.783325200604
884,0.000000000000
885,0.000000000000
886,0.000000000000
887,6.787844982310
888,0.000000000000
889,0.000000000000
890,0.000000000000
891,-0.000000000000
892,0.000000000000
893,0.000000000000
894,-0.000000000000
895,0.000000000000
896,0.000000000000
897,-0.000000000000
898,0.000000000000
899,0.000000000000
900,-0.000000000000
901,0.000000000000
902,0.000000000000
903,0.000000000000
904,-0.000000000000
905,-0.000000000000
906,0.000000000000
907,6.810142450115
908,0.000000000000
909,0.000000000000
910,0.000000000000
911,6.814542897260
912,-0.000000000000
913,-0.000000000000
914,-0.000000000000
915,0.000000000000
916,-0.000000000000
917,0.000000000000
918,0.000000000000
919,6.823286122356
920,0.000000000000
921,0.000000000000
922,0.000000000000
923,-0.000000000000
924,0.000000000000
925,0.000000000000
926,0.000000000000
927,-0.000000000000
928,0.000000000000
929,6.834108738814
930,0.000000000000
931,0.000000000000
932,0.000000000000
933,0.000000000000
934,0.000000000000
935,0.000000000000
936,-0.000000000000
937,6.842683282238
938,0.000000000000
939,0.000000000000
940,0.000000000000
941,6.846943139585
942,0.000000000000
943,0.000000000000
944,0.000000000000
945,0.000000000000
946,0.000000000000
947,6.853299093186
948,-0.000000000000
949,0.000000000000
950,0.000000000000
951,0.000000000000
952,-0.000000000000
953,6.859614903654
954,0.000000000000
955,0.000000000000
956,-0.000000000000
957,0.000000000000
958,0.000000000000
959,0.000000000000
960,0.000000000000
961,3.433987204485
962,-0.000000000000
963,0.000000000000
964,0.000000000000
965,0.000000000000
966,-0.000000000000
967,6.874198495453
968,-0.000000000000
969,0.000000000000
970,0.000000000000
971,6.878326468291
972,0.000000000000
973,0.000000000000
974,0.000000000000
975,0.000000000000
976,-0.000000000000
977,6.884486652043
978,0.000000000000
979,0.000000000000
980,0.000000000000
981,0.000000000000
982,0.000000000000
983,6.890609120147
984,-0.000000000000
985,0.000000000000
986,0.000000000000
987,0.000000000000
988,0.000000000000
989,0.000000000000
990,-0.000000000000
991,6.898714534330
992,-0.000000000000
993,0.000000000000
994,0.000000000000
995,0.000000000000
996,0.000000000000
997,6.904750769962
998,0.000000000000
999,0.000000000000
1000,0.000000000000
