architecture,horizon,run,success,errors_introduced,errors_detected,errors_recovered,escaped_errors,agent_calls
reflection,50,353,1,0,13,13,0,63
static_team,50,353,1,1,1,1,0,102
corpus_mesh,50,353,1,0,0,0,0,150
single,50,354,0,2,0,0,1,50
reflection,50,354,1,1,17,17,0,67
static_team,50,354,1,1,1,1,0,101
corpus_mesh,50,354,1,1,1,1,0,152
single,50,355,0,1,0,0,1,50
reflection,50,355,1,2,15,15,0,65
static_team,50,355,1,0,0,0,0,100
corpus_mesh,50,355,1,5,5,5,0,160
single,50,356,1,0,0,0,0,50
reflection,50,356,1,0,12,12,0,62
static_team,50,356,1,0,0,0,0,100
corpus_mesh,50,356,1,0,0,0,0,150
single,50,357,1,3,0,0,0,50
reflection,50,357,1,0,10,10,0,60
static_team,50,357,1,0,0,0,0,101
corpus_mesh,50,357,1,0,0,0,0,152
single,50,358,0,1,0,0,1,50
reflection,50,358,0,0,11,10,1,61
static_team,50,358,1,0,0,0,0,101
corpus_mesh,50,358,1,1,1,1,0,154
single,50,359,0,1,0,0,1,50
reflection,50,359,0,1,14,14,1,64
static_team,50,359,1,0,0,0,0,100
corpus_mesh,50,359,0,1,1,0,1,154
single,50,360,1,0,0,0,0,50
reflection,50,360,0,2,17,17,1,67
static_team,50,360,1,0,0,0,0,100
corpus_mesh,50,360,1,0,0,0,0,152
single,50,361,0,1,0,0,1,50
reflection,50,361,1,0,16,16,0,66
static_team,50,361,1,3,3,3,0,103
corpus_mesh,50,361,1,2,2,2,0,156
single,50,362,1,0,0,0,0,50
reflection,50,362,0,2,11,11,1,61
static_team,50,362,1,0,0,0,0,100
corpus_mesh,50,362,0,0,0,0,1,154
single,50,363,0,1,0,0,1,50
reflection,50,363,1,0,15,15,0,65
static_team,50,363,1,1,1,1,0,101
corpus_mesh,50,363,1,0,0,0,0,152
single,50,364,1,0,0,0,0,50
reflection,50,364,1,1,16,16,0,66
static_team,50,364,1,0,0,0,0,100
corpus_mesh,50,364,1,0,0,0,0,154
single,50,365,0,2,0,0,1,50
reflection,50,365,1,0,9,9,0,59
static_team,50,365,1,2,2,2,0,102
corpus_mesh,50,365,1,1,1,1,0,152
single,50,366,0,1,0,0,1,50
reflection,50,366,1,1,14,14,0,64
static_team,50,366,1,1,1,1,0,101
corpus_mesh,50,366,1,0,0,0,0,150
single,50,367,0,1,0,0,1,50
reflection,50,367,0,2,10,10,1,60
static_team,50,367,1,0,0,0,0,100
corpus_mesh,50,367,1,0,0,0,0,154
single,50,368,0,1,0,0,1,50
reflection,50,368,1,1,18,18,0,68
static_team,50,368,1,0,0,0,0,100
corpus_mesh,50,368,1,1,1,1,0,152
single,50,369,1,0,0,0,0,50
reflection,50,369,1,0,10,8,0,60
static_team,50,369,1,0,0,0,0,100
corpus_mesh,50,369,1,0,0,0,0,150
single,50,370,1,0,0,0,0,50
reflection,50,370,0,0,16,15,1,66
static_team,50,370,1,1,1,1,0,101
corpus_mesh,50,370,1,2,2,2,0,156
single,50,371,0,1,0,0,1,50
reflection,50,371,0,2,13,13,1,63
static_team,50,371,1,0,0,0,0,100
corpus_mesh,50,371,1,1,1,1,0,154
single,50,372,0,1,0,0,1,50
reflection,50,372,0,1,11,11,1,61
static_team,50,372,1,1,1,1,0,101
corpus_mesh,50,372,1,0,0,0,0,150
single,50,373,1,0,0,0,0,50
reflection,50,373,0,2,14,13,1,64
static_team,50,373,1,0,0,0,0,100
corpus_mesh,50,373,1,0,0,0,0,152
single,50,374,1,0,0,0,0,50
reflection,50,374,0,3,14,14,1,64
static_team,50,374,1,1,1,1,0,101
corpus_mesh,50,374,1,1,1,1,0,154
single,50,375,0,1,0,0,1,50
reflection,50,375,1,0,14,14,0,64
static_team,50,375,1,1,1,1,0,102
corpus_mesh,50,375,1,0,0,0,0,150
single,50,376,0,1,0,0,1,50
reflection,50,376,0,2,18,18,1,68
static_team,50,376,1,1,1,1,0,103
corpus_mesh,50,376,1,1,1,1,0,156
single,50,377,1,0,0,0,0,50
reflection,50,377,1,1,14,14,0,64
static_team,50,377,1,1,1,1,0,101
corpus_mesh,50,377,1,0,0,0,0,156
single,50,378,0,1,0,0,1,50
reflection,50,378,1,0,8,8,0,58
static_team,50,378,1,1,1,1,0,101
corpus_mesh,50,378,1,0,0,0,0,150
single,50,379,0,3,0,0,1,50
reflection,50,379,0,2,16,15,1,66
static_team,50,379,1,0,0,0,0,101
corpus_mesh,50,379,1,0,0,0,0,150
single,50,380,0,1,0,0,1,50
reflection,50,380,1,1,16,16,0,66
static_team,50,380,1,0,0,0,0,100
corpus_mesh,50,380,1,1,1,1,0,156
single,50,381,1,0,0,0,0,50
reflection,50,381,0,1,17,16,1,67
static_team,50,381,1,1,1,1,0,101
corpus_mesh,50,381,1,1,1,1,0,152
single,50,382,0,4,0,0,1,50
reflection,50,382,1,0,15,15,0,65
static_team,50,382,1,0,0,0,0,100
corpus_mesh,50,382,1,1,1,1,0,152
single,50,383,0,1,0,0,1,50
reflection,50,383,0,1,15,15,1,65
static_team,50,383,1,0,0,0,0,100
corpus_mesh,50,383,1,1,1,1,0,154
single,50,384,1,0,0,0,0,50
reflection,50,384,1,0,12,12,0,62
static_team,50,384,1,0,0,0,0,101
corpus_mesh,50,384,1,2,2,2,0,160
single,50,385,0,1,0,0,1,50
reflection,50,385,0,1,18,18,1,68
static_team,50,385,1,0,0,0,0,100
corpus_mesh,50,385,1,0,0,0,0,152
single,50,386,1,0,0,0,0,50
reflection,50,386,0,2,14,14,1,64
static_team,50,386,1,2,2,2,0,102
corpus_mesh,50,386,0,2,2,1,1,156
single,50,387,1,0,0,0,0,50
reflection,50,387,0,1,15,14,1,65
static_team,50,387,1,1,1,1,0,102
corpus_mesh,50,387,1,0,0,0,0,152
single,50,388,0,1,0,0,1,50
reflection,50,388,0,1,13,13,1,63
static_team,50,388,1,1,1,1,0,101
corpus_mesh,50,388,1,0,0,0,0,152
single,50,389,0,1,0,0,1,50
reflection,50,389,1,0,17,17,0,67
static_team,50,389,1,0,0,0,0,100
corpus_mesh,50,389,1,2,2,2,0,156
single,50,390,0,3,0,0,1,50
reflection,50,390,0,2,15,15,1,65
static_team,50,390,1,2,2,2,0,102
corpus_mesh,50,390,1,0,0,0,0,152
single,50,391,0,1,0,0,1,50
reflection,50,391,0,0,16,15,1,66
static_team,50,391,1,1,1,1,0,101
corpus_mesh,50,391,1,2,2,2,0,154
single,50,392,0,1,0,0,1,50
reflection,50,392,0,1,17,16,1,67
static_team,50,392,1,0,0,0,0,100
corpus_mesh,50,392,1,1,1,1,0,152
single,50,393,1,0,0,0,0,50
reflection,50,393,0,2,13,13,1,63
static_team,50,393,1,1,1,1,0,102
corpus_mesh,50,393,1,1,1,1,0,152
single,50,394,0,2,0,0,1,50
reflection,50,394,1,1,10,10,0,60
static_team,50,394,1,0,0,0,0,100
corpus_mesh,50,394,1,1,1,1,0,154
single,50,395,0,1,0,0,1,50
reflection,50,395,0,1,8,8,1,58
static_team,50,395,1,3,3,3,0,103
corpus_mesh,50,395,1,1,1,1,0,154
single,50,396,1,0,0,0,0,50
reflection,50,396,1,0,16,16,0,66
static_team,50,396,1,0,0,0,0,101
corpus_mesh,50,396,1,0,0,0,0,152
single,50,397,0,2,0,0,1,50
reflection,50,397,1,2,12,12,0,62
static_team,50,397,1,0,0,0,0,100
corpus_mesh,50,397,1,1,1,1,0,158
single,50,398,0,2,0,0,1,50
reflection,50,398,0,4,13,13,1,63
static_team,50,398,1,1,1,1,0,101
corpus_mesh,50,398,1,0,0,0,0,154
single,50,399,1,0,0,0,0,50
reflection,50,399,1,0,7,7,0,57
static_team,50,399,0,0,0,0,1,101
corpus_mesh,50,399,1,1,1,1,0,152
single,50,400,0,1,0,0,1,50
reflection,50,400,0,1,16,16,1,66
static_team,50,400,1,2,2,2,0,103
corpus_mesh,50,400,1,0,0,0,0,154
single,50,401,0,1,0,0,1,50
reflection,50,401,1,0,10,10,0,60
static_team,50,401,1,0,0,0,0,101
corpus_mesh,50,401,1,2,2,2,0,154
single,50,402,1,0,0,0,0,50
reflection,50,402,1,0,12,12,0,62
static_team,50,402,1,2,2,2,0,102
corpus_mesh,50,402,1,0,0,0,0,152
single,50,403,0,1,0,0,1,50
reflection,50,403,0,2,16,16,1,66
static_team,50,403,1,0,0,0,0,100
corpus_mesh,50,403,1,1,1,1,0,162
single,50,404,1,0,0,0,0,50
reflection,50,404,0,0,15,14,1,65
static_team,50,404,1,1,1,1,0,101
corpus_mesh,50,404,1,1,1,1,0,154
single,50,405,0,1,0,0,1,50
reflection,50,405,1,0,10,10,0,60
static_team,50,405,1,5,5,5,0,105
corpus_mesh,50,405,1,1,1,1,0,152
single,50,406,0,1,0,0,1,50
reflection,50,406,1,0,18,18,0,68
static_team,50,406,1,0,0,0,0,100
corpus_mesh,50,406,1,0,0,0,0,152
single,50,407,0,3,0,0,1,50
reflection,50,407,1,0,13,13,0,63
static_team,50,407,1,0,0,0,0,100
corpus_mesh,50,407,1,0,0,0,0,150
single,50,408,0,1,0,0,1,50
reflection,50,408,1,0,12,12,0,62
static_team,50,408,1,1,1,1,0,101
corpus_mesh,50,408,1,0,0,0,0,152
single,50,409,0,2,0,0,1,50
reflection,50,409,1,0,12,12,0,62
static_team,50,409,1,1,1,1,0,101
corpus_mesh,50,409,1,1,1,1,0,154
single,50,410,1,0,0,0,0,50
reflection,50,410,1,1,14,14,0,64
static_team,50,410,1,0,0,0,0,100
corpus_mesh,50,410,1,0,0,0,0,154
single,50,411,0,1,0,0,1,50
reflection,50,411,0,1,14,11,1,64
static_team,50,411,1,2,2,2,0,102
corpus_mesh,50,411,1,0,0,0,0,152
single,50,412,1,0,0,0,0,50
reflection,50,412,1,0,12,12,0,62
static_team,50,412,1,0,0,0,0,100
corpus_mesh,50,412,1,2,2,2,0,156
single,50,413,0,1,0,0,1,50
reflection,50,413,0,0,16,15,1,66
static_team,50,413,1,0,0,0,0,101
corpus_mesh,50,413,1,2,2,2,0,156
single,50,414,1,0,0,0,0,50
reflection,50,414,1,0,15,15,0,65
static_team,50,414,1,0,0,0,0,100
corpus_mesh,50,414,1,1,1,1,0,154
single,50,415,1,0,0,0,0,50
reflection,50,415,0,2,12,11,1,62
static_team,50,415,1,2,2,2,0,102
corpus_mesh,50,415,1,2,2,2,0,158
single,50,416,0,2,0,0,1,50
reflection,50,416,1,1,14,14,0,64
static_team,50,416,1,0,0,0,0,102
corpus_mesh,50,416,1,1,1,1,0,152
single,50,417,0,1,0,0,1,50
reflection,50,417,0,0,12,11,1,62
static_team,50,417,1,0,0,0,0,100
corpus_mesh,50,417,1,0,0,0,0,150
single,50,418,1,0,0,0,0,50
reflection,50,418,1,0,17,17,0,67
static_team,50,418,1,1,1,1,0,102
corpus_mesh,50,418,1,2,2,2,0,158
single,50,419,0,2,0,0,1,50
reflection,50,419,1,0,13,13,0,63
static_team,50,419,1,0,0,0,0,100
corpus_mesh,50,419,1,1,1,1,0,156
single,50,420,0,1,0,0,1,50
reflection,50,420,0,0,16,15,1,66
static_team,50,420,1,2,2,2,0,102
corpus_mesh,50,420,1,1,1,1,0,156
single,50,421,1,0,0,0,0,50
reflection,50,421,1,0,19,19,0,69
static_team,50,421,1,1,1,1,0,101
corpus_mesh,50,421,1,2,2,2,0,154
single,50,422,1,0,0,0,0,50
reflection,50,422,0,1,13,13,1,63
static_team,50,422,1,0,0,0,0,100
corpus_mesh,50,422,1,2,2,2,0,154
single,50,423,0,1,0,0,1,50
reflection,50,423,1,0,16,16,0,66
static_team,50,423,1,0,0,0,0,100
corpus_mesh,50,423,1,2,2,2,0,154
single,50,424,1,0,0,0,0,50
reflection,50,424,0,1,17,17,1,67
static_team,50,424,1,1,1,1,0,103
corpus_mesh,50,424,1,0,0,0,0,150
single,50,425,0,3,0,0,1,50
reflection,50,425,0,1,14,14,1,64
static_team,50,425,1,0,0,0,0,100
corpus_mesh,50,425,1,0,0,0,0,150
single,50,426,0,1,0,0,1,50
reflection,50,426,0,2,21,21,1,71
static_team,50,426,1,1,1,1,0,101
corpus_mesh,50,426,1,0,0,0,0,150
single,50,427,1,0,0,0,0,50
reflection,50,427,0,1,18,16,1,68
static_team,50,427,1,0,0,0,0,100
corpus_mesh,50,427,1,2,2,2,0,158
single,50,428,1,0,0,0,0,50
reflection,50,428,0,1,11,11,1,61
static_team,50,428,1,0,0,0,0,101
corpus_mesh,50,428,1,1,1,1,0,154
single,50,429,0,1,0,0,1,50
reflection,50,429,1,0,15,15,0,65
static_team,50,429,1,0,0,0,0,100
corpus_mesh,50,429,1,1,1,1,0,154
single,50,430,0,1,0,0,1,50
reflection,50,430,1,0,18,18,0,68
static_team,50,430,1,2,2,2,0,102
corpus_mesh,50,430,1,1,1,1,0,156
single,50,431,0,1,0,0,1,50
reflection,50,431,0,2,15,15,1,65
static_team,50,431,1,1,1,1,0,102
corpus_mesh,50,431,1,0,0,0,0,150
single,50,432,0,1,0,0,1,50
reflection,50,432,1,0,8,8,0,58
static_team,50,432,0,1,1,0,1,101
corpus_mesh,50,432,1,1,1,1,0,156
single,50,433,1,0,0,0,0,50
reflection,50,433,1,0,22,20,0,72
static_team,50,433,1,1,1,1,0,101
corpus_mesh,50,433,1,1,1,1,0,154
single,50,434,1,0,0,0,0,50
reflection,50,434,1,0,17,17,0,67
static_team,50,434,1,2,2,2,0,103
corpus_mesh,50,434,1,0,0,0,0,150
single,50,435,1,0,0,0,0,50
reflection,50,435,0,0,18,17,1,68
static_team,50,435,1,0,0,0,0,100
corpus_mesh,50,435,1,1,1,1,0,154
single,50,436,0,1,0,0,1,50
reflection,50,436,0,1,19,18,1,69
static_team,50,436,1,2,2,2,0,103
corpus_mesh,50,436,1,1,1,1,0,154
single,50,437,1,0,0,0,0,50
reflection,50,437,0,1,14,14,1,64
static_team,50,437,1,0,0,0,0,101
corpus_mesh,50,437,1,1,1,1,0,160
single,50,438,0,2,0,0,1,50
reflection,50,438,0,1,11,11,1,61
static_team,50,438,1,0,0,0,0,100
corpus_mesh,50,438,1,1,1,1,0,154
single,50,439,1,0,0,0,0,50
reflection,50,439,1,0,18,18,0,68
static_team,50,439,1,2,2,2,0,102
corpus_mesh,50,439,1,1,1,1,0,156
single,50,440,0,1,0,0,1,50
reflection,50,440,0,1,11,10,1,61
static_team,50,440,1,0,0,0,0,100
corpus_mesh,50,440,1,2,2,2,0,156
single,50,441,1,0,0,0,0,50
reflection,50,441,0,1,10,10,1,60
static_team,50,441,1,2,2,2,0,102
corpus_mesh,50,441,1,0,0,0,0,152
single,50,442,0,2,0,0,1,50
reflection,50,442,1,0,16,16,0,66
static_team,50,442,1,1,1,1,0,101
corpus_mesh,50,442,1,1,1,1,0,154
single,50,443,0,1,0,0,1,50
reflection,50,443,1,1,10,10,0,60
static_team,50,443,1,1,1,1,0,101
corpus_mesh,50,443,1,1,1,1,0,152
single,50,444,1,0,0,0,0,50
reflection,50,444,1,0,7,7,0,57
static_team,50,444,1,1,1,1,0,101
corpus_mesh,50,444,1,1,1,1,0,152
single,50,445,1,0,0,0,0,50
reflection,50,445,0,2,17,16,1,67
static_team,50,445,1,1,1,1,0,101
corpus_mesh,50,445,1,0,0,0,0,152
single,50,446,0,1,0,0,1,50
reflection,50,446,1,1,11,11,0,61
static_team,50,446,1,0,0,0,0,101
corpus_mesh,50,446,1,0,0,0,0,150
single,50,447,0,2,0,0,1,50
reflection,50,447,1,0,19,19,0,69
static_team,50,447,1,1,1,1,0,101
corpus_mesh,50,447,1,1,1,1,0,152
single,50,448,0,1,0,0,1,50
reflection,50,448,1,1,17,17,0,67
static_team,50,448,1,0,0,0,0,100
corpus_mesh,50,448,1,0,0,0,0,150
single,50,449,1,0,0,0,0,50
reflection,50,449,1,0,13,13,0,63
static_team,50,449,1,1,1,1,0,101
corpus_mesh,50,449,1,1,1,1,0,152
single,50,450,1,0,0,0,0,50
reflection,50,450,0,1,17,16,1,67
static_team,50,450,1,0,0,0,0,100
corpus_mesh,50,450,1,0,0,0,0,150
single,50,451,0,1,0,0,1,50
reflection,50,451,1,0,14,14,0,64
static_team,50,451,1,2,2,2,0,102
corpus_mesh,50,451,1,1,1,1,0,152
single,50,452,1,0,0,0,0,50
reflection,50,452,0,2,18,18,1,68
static_team,50,452,1,0,0,0,0,101
corpus_mesh,50,452,1,2,2,2,0,158
single,50,453,1,0,0,0,0,50
reflection,50,453,0,1,15,15,1,65
static_team,50,453,1,1,1,1,0,102
corpus_mesh,50,453,1,0,0,0,0,152
single,50,454,1,0,0,0,0,50
reflection,50,454,0,1,16,16,1,66
static_team,50,454,1,1,1,1,0,101
corpus_mesh,50,454,1,1,1,1,0,152
single,50,455,0,2,0,0,1,50
reflection,50,455,0,4,10,9,1,60
static_team,50,455,1,1,1,1,0,102
corpus_mesh,50,455,1,0,0,0,0,152
single,50,456,1,0,0,0,0,50
reflection,50,456,1,0,15,15,0,65
static_team,50,456,1,0,0,0,0,100
corpus_mesh,50,456,1,1,1,1,0,152
single,50,457,1,0,0,0,0,50
reflection,50,457,0,1,15,15,1,65
static_team,50,457,1,0,0,0,0,100
corpus_mesh,50,457,0,1,1,1,1,160
single,50,458,0,1,0,0,1,50
reflection,50,458,1,1,11,11,0,61
static_team,50,458,1,0,0,0,0,100
corpus_mesh,50,458,1,1,1,1,0,154
single,50,459,0,1,0,0,1,50
reflection,50,459,0,0,15,14,1,65
static_team,50,459,1,1,1,1,0,102
corpus_mesh,50,459,1,1,1,1,0,152
single,50,460,0,1,0,0,1,50
reflection,50,460,1,0,10,10,0,60
static_team,50,460,1,0,0,0,0,100
corpus_mesh,50,460,1,1,1,1,0,152
single,50,461,1,0,0,0,0,50
reflection,50,461,0,1,16,14,1,66
static_team,50,461,1,0,0,0,0,100
corpus_mesh,50,461,1,1,1,1,0,156
single,50,462,0,1,0,0,1,50
reflection,50,462,1,0,16,16,0,66
static_team,50,462,1,2,2,2,0,103
corpus_mesh,50,462,1,4,4,3,0,160
single,50,463,1,0,0,0,0,50
reflection,50,463,1,0,10,10,0,60
static_team,50,463,1,2,2,2,0,102
corpus_mesh,50,463,1,0,0,0,0,152
single,50,464,0,1,0,0,1,50
reflection,50,464,1,0,14,14,0,64
static_team,50,464,1,1,1,1,0,101
corpus_mesh,50,464,1,1,1,1,0,154
single,50,465,1,0,0,0,0,50
reflection,50,465,0,2,13,13,1,63
static_team,50,465,1,2,2,2,0,102
corpus_mesh,50,465,1,0,0,0,0,150
single,50,466,0,1,0,0,1,50
reflection,50,466,1,0,12,12,0,62
static_team,50,466,1,1,1,1,0,102
corpus_mesh,50,466,1,0,0,0,0,152
single,50,467,0,2,0,0,1,50
reflection,50,467,1,0,14,14,0,64
static_team,50,467,1,0,0,0,0,101
corpus_mesh,50,467,1,0,0,0,0,154
single,50,468,0,1,0,0,1,50
reflection,50,468,0,3,20,20,1,70
static_team,50,468,1,1,1,1,0,102
corpus_mesh,50,468,1,0,0,0,0,150
single,50,469,0,2,0,0,1,50
reflection,50,469,0,1,13,12,1,63
static_team,50,469,0,1,1,1,1,102
corpus_mesh,50,469,1,1,1,1,0,152
single,50,470,0,1,0,0,1,50
reflection,50,470,0,1,15,14,1,65
static_team,50,470,1,3,3,3,0,103
corpus_mesh,50,470,1,0,0,0,0,154
single,50,471,0,2,0,0,1,50
reflection,50,471,1,1,10,10,0,60
static_team,50,471,0,2,2,1,1,102
corpus_mesh,50,471,1,0,0,0,0,152
single,50,472,0,1,0,0,1,50
reflection,50,472,1,0,6,6,0,56
static_team,50,472,1,2,2,2,0,102
corpus_mesh,50,472,1,1,1,1,0,152
single,50,473,0,1,0,0,1,50
reflection,50,473,1,0,17,17,0,67
static_team,50,473,1,2,2,2,0,102
corpus_mesh,50,473,1,0,0,0,0,152
single,50,474,1,2,0,0,0,50
reflection,50,474,0,1,8,8,1,58
static_team,50,474,1,0,0,0,0,100
corpus_mesh,50,474,1,0,0,0,0,150
single,50,475,1,0,0,0,0,50
reflection,50,475,1,0,14,14,0,64
static_team,50,475,1,0,0,0,0,100
corpus_mesh,50,475,1,0,0,0,0,150
single,50,476,0,2,0,0,1,50
reflection,50,476,0,1,20,20,1,70
static_team,50,476,1,0,0,0,0,100
corpus_mesh,50,476,1,1,1,1,0,156
single,50,477,0,1,0,0,1,50
reflection,50,477,1,0,10,10,0,60
static_team,50,477,1,2,2,2,0,102
corpus_mesh,50,477,1,0,0,0,0,152
single,50,478,1,0,0,0,0,50
reflection,50,478,1,0,10,10,0,60
static_team,50,478,1,1,1,1,0,101
corpus_mesh,50,478,1,0,0,0,0,150
single,50,479,0,2,0,0,1,50
reflection,50,479,1,0,18,18,0,68
static_team,50,479,1,1,1,1,0,101
corpus_mesh,50,479,1,3,3,3,0,156
single,50,480,1,0,0,0,0,50
reflection,50,480,1,2,10,10,0,60
static_team,50,480,1,1,1,1,0,102
corpus_mesh,50,480,1,0,0,0,0,152
single,50,481,0,2,0,0,1,50
reflection,50,481,0,1,12,12,1,62
static_team,50,481,1,0,0,0,0,101
corpus_mesh,50,481,1,2,2,2,0,154
single,50,482,1,0,0,0,0,50
reflection,50,482,0,1,17,17,1,67
static_team,50,482,1,1,1,1,0,102
corpus_mesh,50,482,1,0,0,0,0,152
single,50,483,0,1,0,0,1,50
reflection,50,483,1,1,17,17,0,67
static_team,50,483,1,1,1,1,0,102
corpus_mesh,50,483,1,0,0,0,0,150
single,50,484,1,0,0,0,0,50
reflection,50,484,0,2,19,19,1,69
static_team,50,484,1,0,0,0,0,100
corpus_mesh,50,484,1,1,1,1,0,156
single,50,485,0,1,0,0,1,50
reflection,50,485,1,0,18,18,0,68
static_team,50,485,1,1,1,1,0,101
corpus_mesh,50,485,1,1,1,1,0,152
single,50,486,1,0,0,0,0,50
reflection,50,486,0,1,13,12,1,63
static_team,50,486,1,1,1,1,0,101
corpus_mesh,50,486,1,1,1,1,0,152
single,50,487,0,2,0,0,1,50
reflection,50,487,0,1,20,19,1,70
static_team,50,487,1,1,1,1,0,101
corpus_mesh,50,487,1,0,0,0,0,150
single,50,488,0,1,0,0,1,50
reflection,50,488,0,2,10,10,1,60
static_team,50,488,1,1,1,1,0,102
corpus_mesh,50,488,1,0,0,0,0,150
single,50,489,1,0,0,0,0,50
reflection,50,489,0,0,14,12,1,64
static_team,50,489,1,1,1,1,0,101
corpus_mesh,50,489,1,1,1,1,0,152
single,50,490,0,2,0,0,1,50
reflection,50,490,1,0,14,14,0,64
static_team,50,490,1,1,1,1,0,101
corpus_mesh,50,490,1,0,0,0,0,154
single,50,491,0,1,0,0,1,50
reflection,50,491,0,1,13,12,1,63
static_team,50,491,1,0,0,0,0,101
corpus_mesh,50,491,1,1,1,1,0,152
single,50,492,0,1,0,0,1,50
reflection,50,492,0,2,14,14,1,64
static_team,50,492,1,1,1,1,0,101
corpus_mesh,50,492,1,0,0,0,0,154
single,50,493,0,2,0,0,1,50
reflection,50,493,0,1,10,10,1,60
static_team,50,493,1,1,1,1,0,101
corpus_mesh,50,493,1,0,0,0,0,150
single,50,494,0,1,0,0,1,50
reflection,50,494,0,1,18,18,1,68
static_team,50,494,1,1,1,1,0,101
corpus_mesh,50,494,1,0,0,0,0,152
single,50,495,0,1,0,0,1,50
reflection,50,495,1,1,19,19,0,69
static_team,50,495,1,0,0,0,0,101
corpus_mesh,50,495,1,0,0,0,0,152
single,50,496,1,0,0,0,0,50
reflection,50,496,1,1,15,15,0,65
static_team,50,496,1,0,0,0,0,100
corpus_mesh,50,496,1,1,1,1,0,154
single,50,497,0,2,0,0,1,50
reflection,50,497,1,1,18,18,0,68
static_team,50,497,1,1,1,1,0,102
corpus_mesh,50,497,1,0,0,0,0,156
single,50,498,0,1,0,0,1,50
reflection,50,498,1,0,9,9,0,59
static_team,50,498,1,0,0,0,0,101
corpus_mesh,50,498,1,0,0,0,0,150
single,50,499,1,0,0,0,0,50
reflection,50,499,1,1,18,18,0,68
static_team,50,499,1,1,1,1,0,101
corpus_mesh,50,499,1,2,2,2,0,154
single,100,0,0,1,0,0,1,100
reflection,100,0,0,4,24,24,1,124
static_team,100,0,1,1,1,1,0,201
corpus_mesh,100,0,0,2,2,1,1,308
single,100,1,0,2,0,0,1,100
reflection,100,1,0,2,28,27,1,128
static_team,100,1,1,0,0,0,0,200
corpus_mesh,100,1,1,2,2,2,0,308
single,100,2,0,4,0,0,1,100
reflection,100,2,0,1,29,29,1,129
static_team,100,2,1,1,1,1,0,202
corpus_mesh,100,2,1,2,2,2,0,308
single,100,3,0,4,0,0,1,100
reflection,100,3,1,1,21,21,0,121
static_team,100,3,1,2,2,2,0,203
corpus_mesh,100,3,1,0,0,0,0,302
single,100,4,1,0,0,0,0,100
reflection,100,4,0,3,31,31,1,131
static_team,100,4,1,2,2,2,0,202
corpus_mesh,100,4,1,1,1,1,0,304
single,100,5,1,0,0,0,0,100
reflection,100,5,0,2,31,31,1,131
static_team,100,5,1,0,0,0,0,200
corpus_mesh,100,5,1,0,0,0,0,306
single,100,6,0,6,0,0,1,100
reflection,100,6,0,1,23,22,1,123
static_team,100,6,1,2,2,2,0,203
corpus_mesh,100,6,1,3,3,3,0,310
single,100,7,0,2,0,0,1,100
reflection,100,7,1,1,40,40,0,140
static_team,100,7,1,1,1,1,0,202
corpus_mesh,100,7,1,2,2,2,0,304
single,100,8,0,3,0,0,1,100
reflection,100,8,1,0,29,29,0,129
static_team,100,8,1,0,0,0,0,200
corpus_mesh,100,8,1,3,3,3,0,308
single,100,9,0,3,0,0,1,100
reflection,100,9,0,3,27,26,1,127
static_team,100,9,1,1,1,1,0,202
corpus_mesh,100,9,1,2,2,2,0,308
single,100,10,0,4,0,0,1,100
reflection,100,10,0,2,31,31,1,131
static_team,100,10,1,1,1,1,0,201
corpus_mesh,100,10,1,0,0,0,0,304
single,100,11,0,3,0,0,1,100
reflection,100,11,0,0,25,24,1,125
static_team,100,11,1,0,0,0,0,200
corpus_mesh,100,11,1,3,3,3,0,308
single,100,12,1,0,0,0,0,100
reflection,100,12,0,4,23,20,1,123
static_team,100,12,1,1,1,1,0,202
corpus_mesh,100,12,1,2,2,2,0,308
single,100,13,1,0,0,0,0,100
reflection,100,13,0,3,33,30,1,133
static_team,100,13,1,0,0,0,0,201
corpus_mesh,100,13,1,0,0,0,0,302
single,100,14,1,0,0,0,0,100
reflection,100,14,1,3,27,27,0,127
static_team,100,14,1,3,3,3,0,204
corpus_mesh,100,14,1,3,3,3,0,308
single,100,15,1,0,0,0,0,100
reflection,100,15,0,2,30,28,1,130
static_team,100,15,1,2,2,2,0,202
corpus_mesh,100,15,1,2,2,2,0,306
single,100,16,1,0,0,0,0,100
reflection,100,16,0,1,22,22,1,122
static_team,100,16,1,4,4,4,0,204
corpus_mesh,100,16,1,1,1,1,0,302
single,100,17,0,2,0,0,1,100
reflection,100,17,0,1,30,30,1,130
static_team,100,17,1,0,0,0,0,201
corpus_mesh,100,17,1,3,3,3,0,308
single,100,18,0,1,0,0,1,100
reflection,100,18,0,3,27,25,1,127
static_team,100,18,1,0,0,0,0,200
corpus_mesh,100,18,1,3,3,3,0,312
single,100,19,1,2,0,0,0,100
reflection,100,19,0,3,20,20,1,120
static_team,100,19,1,0,0,0,0,200
corpus_mesh,100,19,1,2,2,2,0,306
single,100,20,0,1,0,0,1,100
reflection,100,20,0,2,27,26,1,127
static_team,100,20,1,1,1,1,0,203
corpus_mesh,100,20,1,1,1,1,0,308
single,100,21,0,4,0,0,1,100
reflection,100,21,0,0,29,27,1,129
static_team,100,21,1,1,1,1,0,201
corpus_mesh,100,21,1,0,0,0,0,304
single,100,22,0,1,0,0,1,100
reflection,100,22,0,2,31,31,1,131
static_team,100,22,1,2,2,2,0,202
corpus_mesh,100,22,1,0,0,0,0,302
single,100,23,0,1,0,0,1,100
