architecture,horizon,run,success,errors_introduced,errors_detected,errors_recovered,escaped_errors,agent_calls
reflection,10,717,1,0,3,3,0,13
static_team,10,717,1,0,0,0,0,20
corpus_mesh,10,717,1,1,1,1,0,24
single,10,718,1,0,0,0,0,10
reflection,10,718,1,0,2,2,0,12
static_team,10,718,1,0,0,0,0,20
corpus_mesh,10,718,1,0,0,0,0,20
single,10,719,0,1,0,0,1,10
reflection,10,719,1,0,2,2,0,12
static_team,10,719,1,1,1,1,0,21
corpus_mesh,10,719,1,0,0,0,0,21
single,10,720,0,1,0,0,1,10
reflection,10,720,1,0,1,1,0,11
static_team,10,720,1,0,0,0,0,20
corpus_mesh,10,720,1,0,0,0,0,22
single,10,721,1,0,0,0,0,10
reflection,10,721,0,1,1,1,1,11
static_team,10,721,1,0,0,0,0,20
corpus_mesh,10,721,1,0,0,0,0,21
single,10,722,1,0,0,0,0,10
reflection,10,722,1,0,3,3,0,13
static_team,10,722,1,0,0,0,0,20
corpus_mesh,10,722,1,1,1,1,0,24
single,10,723,1,0,0,0,0,10
reflection,10,723,1,0,4,4,0,14
static_team,10,723,1,0,0,0,0,20
corpus_mesh,10,723,1,0,0,0,0,21
single,10,724,1,0,0,0,0,10
reflection,10,724,1,0,4,4,0,14
static_team,10,724,1,0,0,0,0,20
corpus_mesh,10,724,1,0,0,0,0,22
single,10,725,1,0,0,0,0,10
reflection,10,725,1,0,1,1,0,11
static_team,10,725,1,0,0,0,0,20
corpus_mesh,10,725,1,0,0,0,0,21
single,10,726,1,0,0,0,0,10
reflection,10,726,1,0,4,4,0,14
static_team,10,726,1,0,0,0,0,20
corpus_mesh,10,726,1,0,0,0,0,22
single,10,727,1,0,0,0,0,10
reflection,10,727,1,0,5,5,0,15
static_team,10,727,1,0,0,0,0,20
corpus_mesh,10,727,1,0,0,0,0,20
single,10,728,1,0,0,0,0,10
reflection,10,728,0,1,2,2,1,12
static_team,10,728,1,1,1,1,0,21
corpus_mesh,10,728,1,0,0,0,0,20
single,10,729,1,0,0,0,0,10
reflection,10,729,1,0,2,2,0,12
static_team,10,729,1,0,0,0,0,20
corpus_mesh,10,729,1,1,1,1,0,23
single,10,730,1,0,0,0,0,10
reflection,10,730,1,0,2,2,0,12
static_team,10,730,1,0,0,0,0,20
corpus_mesh,10,730,1,0,0,0,0,21
single,10,731,1,0,0,0,0,10
reflection,10,731,0,1,3,3,1,13
static_team,10,731,1,0,0,0,0,20
corpus_mesh,10,731,1,0,0,0,0,22
single,10,732,1,0,0,0,0,10
reflection,10,732,1,0,3,3,0,13
static_team,10,732,1,0,0,0,0,20
corpus_mesh,10,732,1,0,0,0,0,21
single,10,733,0,1,0,0,1,10
reflection,10,733,1,0,3,3,0,13
static_team,10,733,1,0,0,0,0,20
corpus_mesh,10,733,1,0,0,0,0,21
single,10,734,0,2,0,0,1,10
reflection,10,734,1,0,4,4,0,14
static_team,10,734,1,0,0,0,0,20
corpus_mesh,10,734,1,0,0,0,0,22
single,10,735,1,0,0,0,0,10
reflection,10,735,1,0,3,3,0,13
static_team,10,735,1,0,0,0,0,20
corpus_mesh,10,735,1,0,0,0,0,20
single,10,736,1,0,0,0,0,10
reflection,10,736,1,0,2,2,0,12
static_team,10,736,1,0,0,0,0,20
corpus_mesh,10,736,1,0,0,0,0,20
single,10,737,1,0,0,0,0,10
reflection,10,737,1,0,2,2,0,12
static_team,10,737,1,0,0,0,0,20
corpus_mesh,10,737,1,0,0,0,0,20
single,10,738,1,0,0,0,0,10
reflection,10,738,1,0,3,3,0,13
static_team,10,738,1,1,1,1,0,21
corpus_mesh,10,738,1,0,0,0,0,21
single,10,739,1,0,0,0,0,10
reflection,10,739,1,0,1,1,0,11
static_team,10,739,1,0,0,0,0,20
corpus_mesh,10,739,1,1,1,1,0,22
single,10,740,1,0,0,0,0,10
reflection,10,740,1,0,4,4,0,14
static_team,10,740,1,0,0,0,0,20
corpus_mesh,10,740,1,0,0,0,0,22
single,10,741,1,0,0,0,0,10
reflection,10,741,1,0,1,1,0,11
static_team,10,741,1,0,0,0,0,20
corpus_mesh,10,741,1,0,0,0,0,21
single,10,742,1,0,0,0,0,10
reflection,10,742,1,0,2,2,0,12
static_team,10,742,1,0,0,0,0,20
corpus_mesh,10,742,1,0,0,0,0,20
single,10,743,1,0,0,0,0,10
reflection,10,743,1,0,4,4,0,14
static_team,10,743,1,0,0,0,0,20
corpus_mesh,10,743,1,1,1,1,0,23
single,10,744,1,0,0,0,0,10
reflection,10,744,1,0,3,3,0,13
static_team,10,744,1,1,1,1,0,21
corpus_mesh,10,744,1,1,1,1,0,23
single,10,745,1,0,0,0,0,10
reflection,10,745,1,0,5,5,0,15
static_team,10,745,1,0,0,0,0,20
corpus_mesh,10,745,1,1,1,1,0,24
single,10,746,0,1,0,0,1,10
reflection,10,746,1,0,1,1,0,11
static_team,10,746,1,0,0,0,0,20
corpus_mesh,10,746,1,0,0,0,0,23
single,10,747,1,0,0,0,0,10
reflection,10,747,1,0,1,1,0,11
static_team,10,747,1,0,0,0,0,20
corpus_mesh,10,747,1,0,0,0,0,23
single,10,748,1,0,0,0,0,10
reflection,10,748,1,0,2,2,0,12
static_team,10,748,1,0,0,0,0,20
corpus_mesh,10,748,1,0,0,0,0,21
single,10,749,1,0,0,0,0,10
reflection,10,749,1,0,3,3,0,13
static_team,10,749,1,0,0,0,0,20
corpus_mesh,10,749,1,0,0,0,0,21
single,10,750,1,0,0,0,0,10
reflection,10,750,1,0,3,3,0,13
static_team,10,750,1,0,0,0,0,20
corpus_mesh,10,750,1,0,0,0,0,22
single,10,751,1,0,0,0,0,10
reflection,10,751,1,0,4,4,0,14
static_team,10,751,1,0,0,0,0,20
corpus_mesh,10,751,1,0,0,0,0,21
single,10,752,1,0,0,0,0,10
reflection,10,752,1,0,2,2,0,12
static_team,10,752,1,0,0,0,0,20
corpus_mesh,10,752,1,0,0,0,0,23
single,10,753,1,0,0,0,0,10
reflection,10,753,1,0,4,4,0,14
static_team,10,753,1,0,0,0,0,20
corpus_mesh,10,753,1,0,0,0,0,21
single,10,754,0,1,0,0,1,10
reflection,10,754,1,0,3,3,0,13
static_team,10,754,1,0,0,0,0,20
corpus_mesh,10,754,1,0,0,0,0,20
single,10,755,1,0,0,0,0,10
reflection,10,755,1,0,2,2,0,12
static_team,10,755,1,0,0,0,0,20
corpus_mesh,10,755,1,0,0,0,0,21
single,10,756,1,0,0,0,0,10
reflection,10,756,0,0,4,3,1,14
static_team,10,756,1,1,1,1,0,21
corpus_mesh,10,756,1,0,0,0,0,20
single,10,757,1,0,0,0,0,10
reflection,10,757,1,0,3,3,0,13
static_team,10,757,1,0,0,0,0,20
corpus_mesh,10,757,1,2,2,2,0,25
single,10,758,1,0,0,0,0,10
reflection,10,758,1,0,3,3,0,13
static_team,10,758,1,0,0,0,0,20
corpus_mesh,10,758,1,0,0,0,0,20
single,10,759,1,0,0,0,0,10
reflection,10,759,1,0,3,3,0,13
static_team,10,759,1,0,0,0,0,20
corpus_mesh,10,759,1,0,0,0,0,20
single,10,760,1,0,0,0,0,10
reflection,10,760,1,0,5,5,0,15
static_team,10,760,1,0,0,0,0,20
corpus_mesh,10,760,1,0,0,0,0,22
single,10,761,1,0,0,0,0,10
reflection,10,761,0,0,4,3,1,14
static_team,10,761,1,0,0,0,0,20
corpus_mesh,10,761,1,1,1,1,0,22
single,10,762,1,0,0,0,0,10
reflection,10,762,1,2,6,6,0,16
static_team,10,762,1,0,0,0,0,20
corpus_mesh,10,762,1,0,0,0,0,21
single,10,763,1,0,0,0,0,10
reflection,10,763,1,0,2,2,0,12
static_team,10,763,1,0,0,0,0,20
corpus_mesh,10,763,1,0,0,0,0,20
single,10,764,0,1,0,0,1,10
reflection,10,764,1,0,3,3,0,13
static_team,10,764,1,0,0,0,0,20
corpus_mesh,10,764,1,0,0,0,0,20
single,10,765,1,0,0,0,0,10
reflection,10,765,1,0,2,2,0,12
static_team,10,765,1,0,0,0,0,20
corpus_mesh,10,765,1,1,1,1,0,23
single,10,766,0,1,0,0,1,10
reflection,10,766,1,0,3,3,0,13
static_team,10,766,1,0,0,0,0,20
corpus_mesh,10,766,1,1,1,1,0,22
single,10,767,0,1,0,0,1,10
reflection,10,767,1,0,4,4,0,14
static_team,10,767,1,1,1,1,0,21
corpus_mesh,10,767,1,0,0,0,0,22
single,10,768,1,0,0,0,0,10
reflection,10,768,1,0,3,3,0,13
static_team,10,768,1,0,0,0,0,20
corpus_mesh,10,768,1,0,0,0,0,21
single,10,769,1,0,0,0,0,10
reflection,10,769,0,1,1,1,1,11
static_team,10,769,1,0,0,0,0,20
corpus_mesh,10,769,1,1,1,1,0,23
single,10,770,1,0,0,0,0,10
reflection,10,770,1,0,3,3,0,13
static_team,10,770,1,0,0,0,0,20
corpus_mesh,10,770,1,1,1,1,0,23
single,10,771,1,0,0,0,0,10
reflection,10,771,1,0,1,1,0,11
static_team,10,771,1,0,0,0,0,20
corpus_mesh,10,771,1,1,1,1,0,23
single,10,772,1,0,0,0,0,10
reflection,10,772,1,0,3,3,0,13
static_team,10,772,1,1,1,1,0,21
corpus_mesh,10,772,1,0,0,0,0,20
single,10,773,1,0,0,0,0,10
reflection,10,773,1,0,2,2,0,12
static_team,10,773,1,0,0,0,0,20
corpus_mesh,10,773,1,1,1,1,0,22
single,10,774,1,0,0,0,0,10
reflection,10,774,1,0,4,4,0,14
static_team,10,774,1,0,0,0,0,20
corpus_mesh,10,774,1,0,0,0,0,20
single,10,775,0,1,0,0,1,10
reflection,10,775,1,0,4,4,0,14
static_team,10,775,1,0,0,0,0,20
corpus_mesh,10,775,1,0,0,0,0,21
single,10,776,1,0,0,0,0,10
reflection,10,776,1,0,2,2,0,12
static_team,10,776,1,0,0,0,0,20
corpus_mesh,10,776,1,0,0,0,0,20
single,10,777,1,0,0,0,0,10
reflection,10,777,1,0,2,2,0,12
static_team,10,777,1,0,0,0,0,20
corpus_mesh,10,777,1,0,0,0,0,21
single,10,778,1,0,0,0,0,10
reflection,10,778,1,1,2,2,0,12
static_team,10,778,1,0,0,0,0,20
corpus_mesh,10,778,1,0,0,0,0,20
single,10,779,1,0,0,0,0,10
reflection,10,779,1,0,4,4,0,14
static_team,10,779,1,1,1,1,0,21
corpus_mesh,10,779,1,0,0,0,0,22
single,10,780,1,0,0,0,0,10
reflection,10,780,1,0,2,2,0,12
static_team,10,780,1,0,0,0,0,20
corpus_mesh,10,780,1,1,1,1,0,24
single,10,781,1,0,0,0,0,10
reflection,10,781,1,0,4,4,0,14
static_team,10,781,1,0,0,0,0,20
corpus_mesh,10,781,1,1,1,1,0,24
single,10,782,1,0,0,0,0,10
reflection,10,782,1,0,4,4,0,14
static_team,10,782,1,0,0,0,0,20
corpus_mesh,10,782,1,0,0,0,0,21
single,10,783,1,0,0,0,0,10
reflection,10,783,1,0,3,3,0,13
static_team,10,783,1,0,0,0,0,20
corpus_mesh,10,783,1,0,0,0,0,22
single,10,784,1,0,0,0,0,10
reflection,10,784,1,0,1,1,0,11
static_team,10,784,1,0,0,0,0,20
corpus_mesh,10,784,1,0,0,0,0,20
single,10,785,1,0,0,0,0,10
reflection,10,785,1,0,2,2,0,12
static_team,10,785,1,0,0,0,0,20
corpus_mesh,10,785,1,0,0,0,0,21
single,10,786,1,0,0,0,0,10
reflection,10,786,1,0,3,3,0,13
static_team,10,786,1,0,0,0,0,20
corpus_mesh,10,786,1,0,0,0,0,21
single,10,787,1,0,0,0,0,10
reflection,10,787,1,0,3,3,0,13
static_team,10,787,1,0,0,0,0,20
corpus_mesh,10,787,1,0,0,0,0,22
single,10,788,0,1,0,0,1,10
reflection,10,788,0,1,0,0,1,10
static_team,10,788,1,0,0,0,0,20
corpus_mesh,10,788,1,0,0,0,0,22
single,10,789,1,0,0,0,0,10
reflection,10,789,1,0,4,4,0,14
static_team,10,789,1,1,1,1,0,21
corpus_mesh,10,789,1,0,0,0,0,21
single,10,790,1,0,0,0,0,10
reflection,10,790,1,0,2,2,0,12
static_team,10,790,1,0,0,0,0,20
corpus_mesh,10,790,1,0,0,0,0,22
single,10,791,1,0,0,0,0,10
reflection,10,791,1,0,5,5,0,15
static_team,10,791,1,0,0,0,0,20
corpus_mesh,10,791,1,0,0,0,0,20
single,10,792,1,0,0,0,0,10
reflection,10,792,1,0,3,3,0,13
static_team,10,792,1,0,0,0,0,20
corpus_mesh,10,792,1,0,0,0,0,22
single,10,793,1,0,0,0,0,10
reflection,10,793,1,0,3,3,0,13
static_team,10,793,1,1,1,1,0,21
corpus_mesh,10,793,1,0,0,0,0,21
single,10,794,1,0,0,0,0,10
reflection,10,794,0,1,2,2,1,12
static_team,10,794,1,1,1,1,0,21
corpus_mesh,10,794,1,0,0,0,0,20
single,10,795,1,0,0,0,0,10
reflection,10,795,1,0,5,5,0,15
static_team,10,795,1,1,1,1,0,21
corpus_mesh,10,795,1,1,1,1,0,23
single,10,796,1,0,0,0,0,10
reflection,10,796,1,0,1,1,0,11
static_team,10,796,1,0,0,0,0,20
corpus_mesh,10,796,1,0,0,0,0,22
single,10,797,1,0,0,0,0,10
reflection,10,797,1,0,1,1,0,11
static_team,10,797,1,0,0,0,0,20
corpus_mesh,10,797,1,0,0,0,0,21
single,10,798,1,0,0,0,0,10
reflection,10,798,1,0,2,2,0,12
static_team,10,798,1,0,0,0,0,20
corpus_mesh,10,798,1,1,1,1,0,22
single,10,799,0,1,0,0,1,10
reflection,10,799,1,1,3,3,0,13
static_team,10,799,1,0,0,0,0,20
corpus_mesh,10,799,1,0,0,0,0,23
single,10,800,1,0,0,0,0,10
reflection,10,800,1,0,2,2,0,12
static_team,10,800,1,0,0,0,0,20
corpus_mesh,10,800,1,0,0,0,0,20
single,10,801,1,0,0,0,0,10
reflection,10,801,1,0,1,1,0,11
static_team,10,801,1,0,0,0,0,20
corpus_mesh,10,801,0,1,1,0,1,23
single,10,802,1,0,0,0,0,10
reflection,10,802,1,0,1,1,0,11
static_team,10,802,1,0,0,0,0,20
corpus_mesh,10,802,1,0,0,0,0,21
single,10,803,1,0,0,0,0,10
reflection,10,803,1,0,4,4,0,14
static_team,10,803,1,0,0,0,0,20
corpus_mesh,10,803,1,1,1,1,0,23
single,10,804,1,0,0,0,0,10
reflection,10,804,1,0,2,2,0,12
static_team,10,804,1,0,0,0,0,20
corpus_mesh,10,804,1,0,0,0,0,20
single,10,805,1,0,0,0,0,10
reflection,10,805,1,0,3,3,0,13
static_team,10,805,1,0,0,0,0,20
corpus_mesh,10,805,1,0,0,0,0,22
single,10,806,1,0,0,0,0,10
reflection,10,806,0,0,3,2,1,13
static_team,10,806,1,0,0,0,0,20
corpus_mesh,10,806,1,0,0,0,0,21
single,10,807,1,0,0,0,0,10
reflection,10,807,1,0,3,3,0,13
static_team,10,807,1,2,2,2,0,22
corpus_mesh,10,807,1,0,0,0,0,20
single,10,808,1,0,0,0,0,10
reflection,10,808,1,0,4,4,0,14
static_team,10,808,1,0,0,0,0,20
corpus_mesh,10,808,1,0,0,0,0,21
single,10,809,1,0,0,0,0,10
reflection,10,809,1,0,3,3,0,13
static_team,10,809,1,0,0,0,0,20
corpus_mesh,10,809,1,0,0,0,0,21
single,10,810,1,0,0,0,0,10
reflection,10,810,1,0,3,3,0,13
static_team,10,810,1,0,0,0,0,20
corpus_mesh,10,810,1,0,0,0,0,20
single,10,811,1,0,0,0,0,10
reflection,10,811,1,0,3,3,0,13
static_team,10,811,1,1,1,1,0,21
corpus_mesh,10,811,1,0,0,0,0,21
single,10,812,1,0,0,0,0,10
reflection,10,812,1,0,4,4,0,14
static_team,10,812,1,0,0,0,0,20
corpus_mesh,10,812,1,0,0,0,0,20
single,10,813,1,0,0,0,0,10
reflection,10,813,1,0,1,1,0,11
static_team,10,813,1,0,0,0,0,20
corpus_mesh,10,813,1,0,0,0,0,22
single,10,814,0,1,0,0,1,10
reflection,10,814,0,0,4,3,1,14
static_team,10,814,1,0,0,0,0,20
corpus_mesh,10,814,1,0,0,0,0,20
single,10,815,1,0,0,0,0,10
reflection,10,815,1,0,2,2,0,12
static_team,10,815,1,1,1,1,0,21
corpus_mesh,10,815,1,0,0,0,0,21
single,10,816,1,0,0,0,0,10
reflection,10,816,1,0,3,3,0,13
static_team,10,816,1,1,1,1,0,21
corpus_mesh,10,816,1,1,1,1,0,23
single,10,817,1,0,0,0,0,10
reflection,10,817,0,1,2,2,1,12
static_team,10,817,1,0,0,0,0,20
corpus_mesh,10,817,1,0,0,0,0,23
single,10,818,1,0,0,0,0,10
reflection,10,818,1,0,3,3,0,13
static_team,10,818,1,0,0,0,0,20
corpus_mesh,10,818,1,0,0,0,0,20
single,10,819,1,0,0,0,0,10
reflection,10,819,1,0,3,3,0,13
static_team,10,819,1,1,1,1,0,21
corpus_mesh,10,819,1,0,0,0,0,23
single,10,820,1,0,0,0,0,10
reflection,10,820,1,0,0,0,0,10
static_team,10,820,1,1,1,1,0,21
corpus_mesh,10,820,1,0,0,0,0,21
single,10,821,0,1,0,0,1,10
reflection,10,821,1,0,4,4,0,14
static_team,10,821,1,1,1,1,0,21
corpus_mesh,10,821,1,0,0,0,0,21
single,10,822,1,0,0,0,0,10
reflection,10,822,1,1,5,5,0,15
static_team,10,822,1,0,0,0,0,20
corpus_mesh,10,822,1,0,0,0,0,23
single,10,823,1,0,0,0,0,10
reflection,10,823,1,0,4,4,0,14
static_team,10,823,1,1,1,1,0,21
corpus_mesh,10,823,1,0,0,0,0,22
single,10,824,1,0,0,0,0,10
reflection,10,824,1,0,2,2,0,12
static_team,10,824,1,0,0,0,0,20
corpus_mesh,10,824,1,0,0,0,0,20
single,10,825,1,0,0,0,0,10
reflection,10,825,1,1,3,3,0,13
static_team,10,825,1,0,0,0,0,20
corpus_mesh,10,825,1,0,0,0,0,22
single,10,826,1,0,0,0,0,10
reflection,10,826,1,0,4,4,0,14
static_team,10,826,1,0,0,0,0,20
corpus_mesh,10,826,1,0,0,0,0,20
single,10,827,1,0,0,0,0,10
reflection,10,827,1,0,4,4,0,14
static_team,10,827,1,0,0,0,0,20
corpus_mesh,10,827,1,0,0,0,0,22
single,10,828,0,1,0,0,1,10
reflection,10,828,1,0,1,1,0,11
static_team,10,828,1,0,0,0,0,21
corpus_mesh,10,828,1,0,0,0,0,21
single,10,829,1,0,0,0,0,10
reflection,10,829,0,1,3,3,1,13
static_team,10,829,1,0,0,0,0,21
corpus_mesh,10,829,1,0,0,0,0,22
single,10,830,1,0,0,0,0,10
reflection,10,830,1,0,3,3,0,13
static_team,10,830,1,1,1,1,0,21
corpus_mesh,10,830,1,1,1,1,0,23
single,10,831,0,1,0,0,1,10
reflection,10,831,1,0,2,2,0,12
static_team,10,831,1,1,1,1,0,21
corpus_mesh,10,831,1,1,1,1,0,24
single,10,832,1,0,0,0,0,10
reflection,10,832,1,0,1,1,0,11
static_team,10,832,1,0,0,0,0,20
corpus_mesh,10,832,1,0,0,0,0,22
single,10,833,1,0,0,0,0,10
reflection,10,833,1,0,2,2,0,12
static_team,10,833,1,0,0,0,0,20
corpus_mesh,10,833,1,0,0,0,0,20
single,10,834,1,0,0,0,0,10
reflection,10,834,1,0,3,3,0,13
static_team,10,834,1,0,0,0,0,20
corpus_mesh,10,834,1,0,0,0,0,21
single,10,835,1,0,0,0,0,10
reflection,10,835,1,0,2,2,0,12
static_team,10,835,1,0,0,0,0,20
corpus_mesh,10,835,1,0,0,0,0,20
single,10,836,1,0,0,0,0,10
reflection,10,836,1,0,3,3,0,13
static_team,10,836,1,0,0,0,0,20
corpus_mesh,10,836,1,0,0,0,0,21
single,10,837,1,0,0,0,0,10
reflection,10,837,1,0,4,4,0,14
static_team,10,837,1,0,0,0,0,20
corpus_mesh,10,837,1,0,0,0,0,20
single,10,838,1,0,0,0,0,10
reflection,10,838,1,0,2,2,0,12
static_team,10,838,1,0,0,0,0,20
corpus_mesh,10,838,1,0,0,0,0,20
single,10,839,1,0,0,0,0,10
reflection,10,839,0,1,2,2,1,12
static_team,10,839,1,0,0,0,0,20
corpus_mesh,10,839,1,1,1,1,0,23
single,10,840,1,0,0,0,0,10
reflection,10,840,1,0,2,2,0,12
static_team,10,840,1,0,0,0,0,20
corpus_mesh,10,840,1,0,0,0,0,23
single,10,841,1,0,0,0,0,10
reflection,10,841,1,0,3,3,0,13
static_team,10,841,1,0,0,0,0,20
corpus_mesh,10,841,1,1,1,1,0,23
single,10,842,1,0,0,0,0,10
reflection,10,842,1,0,5,5,0,15
static_team,10,842,1,0,0,0,0,20
corpus_mesh,10,842,1,0,0,0,0,22
single,10,843,1,0,0,0,0,10
reflection,10,843,0,1,0,0,1,10
static_team,10,843,1,0,0,0,0,20
corpus_mesh,10,843,1,1,1,1,0,22
single,10,844,1,0,0,0,0,10
reflection,10,844,0,1,4,4,1,14
static_team,10,844,1,0,0,0,0,20
corpus_mesh,10,844,1,0,0,0,0,21
single,10,845,1,0,0,0,0,10
reflection,10,845,0,1,1,1,1,11
static_team,10,845,1,1,1,1,0,21
corpus_mesh,10,845,1,0,0,0,0,20
single,10,846,1,0,0,0,0,10
reflection,10,846,1,0,3,3,0,13
static_team,10,846,1,0,0,0,0,20
corpus_mesh,10,846,1,0,0,0,0,20
single,10,847,1,0,0,0,0,10
reflection,10,847,1,0,4,4,0,14
static_team,10,847,1,0,0,0,0,20
corpus_mesh,10,847,1,0,0,0,0,20
single,10,848,1,0,0,0,0,10
reflection,10,848,0,1,2,2,1,12
static_team,10,848,1,1,1,1,0,21
corpus_mesh,10,848,1,0,0,0,0,21
single,10,849,1,0,0,0,0,10
reflection,10,849,1,0,6,6,0,16
static_team,10,849,1,0,0,0,0,20
corpus_mesh,10,849,1,0,0,0,0,20
single,10,850,1,0,0,0,0,10
reflection,10,850,1,0,2,2,0,12
static_team,10,850,1,0,0,0,0,20
corpus_mesh,10,850,1,0,0,0,0,23
single,10,851,1,0,0,0,0,10
reflection,10,851,1,0,3,3,0,13
static_team,10,851,1,1,1,1,0,21
corpus_mesh,10,851,1,0,0,0,0,21
single,10,852,1,0,0,0,0,10
reflection,10,852,1,0,2,2,0,12
static_team,10,852,1,0,0,0,0,20
corpus_mesh,10,852,1,1,1,1,0,23
single,10,853,1,0,0,0,0,10
reflection,10,853,1,0,2,2,0,12
static_team,10,853,1,1,1,1,0,21
corpus_mesh,10,853,1,0,0,0,0,21
single,10,854,1,0,0,0,0,10
reflection,10,854,1,0,4,4,0,14
static_team,10,854,1,0,0,0,0,20
corpus_mesh,10,854,1,0,0,0,0,21
single,10,855,1,0,0,0,0,10
reflection,10,855,1,0,0,0,0,10
static_team,10,855,1,0,0,0,0,20
corpus_mesh,10,855,1,0,0,0,0,21
single,10,856,0,1,0,0,1,10
reflection,10,856,1,0,2,2,0,12
static_team,10,856,1,0,0,0,0,20
corpus_mesh,10,856,1,0,0,0,0,20
single,10,857,1,0,0,0,0,10
reflection,10,857,0,2,5,5,1,15
static_team,10,857,1,0,0,0,0,20
corpus_mesh,10,857,1,2,2,2,0,24
single,10,858,1,0,0,0,0,10
reflection,10,858,1,0,3,3,0,13
static_team,10,858,1,0,0,0,0,20
corpus_mesh,10,858,1,0,0,0,0,20
single,10,859,1,0,0,0,0,10
reflection,10,859,1,0,0,0,0,10
static_team,10,859,1,0,0,0,0,20
corpus_mesh,10,859,1,1,1,1,0,23
single,10,860,1,0,0,0,0,10
reflection,10,860,1,0,2,2,0,12
static_team,10,860,1,0,0,0,0,20
corpus_mesh,10,860,1,0,0,0,0,21
single,10,861,1,0,0,0,0,10
reflection,10,861,0,1,2,2,1,12
static_team,10,861,1,0,0,0,0,20
corpus_mesh,10,861,1,1,1,1,0,23
single,10,862,1,0,0,0,0,10
reflection,10,862,1,0,1,1,0,11
static_team,10,862,1,0,0,0,0,20
corpus_mesh,10,862,1,1,1,1,0,23
single,10,863,1,0,0,0,0,10
reflection,10,863,1,0,2,2,0,12
static_team,10,863,1,0,0,0,0,20
corpus_mesh,10,863,1,0,0,0,0,22
single,10,864,1,0,0,0,0,10
reflection,10,864,1,0,3,3,0,13
static_team,10,864,1,0,0,0,0,20
corpus_mesh,10,864,1,0,0,0,0,21
single,10,865,1,0,0,0,0,10
reflection,10,865,0,1,2,2,1,12
static_team,10,865,1,0,0,0,0,20
corpus_mesh,10,865,1,0,0,0,0,22
single,10,866,1,0,0,0,0,10
reflection,10,866,0,0,4,3,1,14
static_team,10,866,1,1,1,1,0,21
corpus_mesh,10,866,1,0,0,0,0,22
single,10,867,1,0,0,0,0,10
reflection,10,867,1,0,2,2,0,12
static_team,10,867,1,0,0,0,0,20
corpus_mesh,10,867,1,0,0,0,0,21
single,10,868,1,0,0,0,0,10
reflection,10,868,1,0,3,3,0,13
static_team,10,868,1,0,0,0,0,20
corpus_mesh,10,868,1,0,0,0,0,22
single,10,869,0,1,0,0,1,10
reflection,10,869,0,1,0,0,1,10
static_team,10,869,1,0,0,0,0,20
corpus_mesh,10,869,1,0,0,0,0,20
single,10,870,1,0,0,0,0,10
reflection,10,870,1,1,3,3,0,13
static_team,10,870,1,0,0,0,0,21
corpus_mesh,10,870,1,0,0,0,0,21
single,10,871,1,0,0,0,0,10
reflection,10,871,1,1,2,2,0,12
static_team,10,871,1,0,0,0,0,20
corpus_mesh,10,871,1,1,1,1,0,25
single,10,872,1,0,0,0,0,10
reflection,10,872,1,0,5,5,0,15
static_team,10,872,1,0,0,0,0,20
corpus_mesh,10,872,1,0,0,0,0,22
single,10,873,1,0,0,0,0,10
reflection,10,873,1,1,2,2,0,12
static_team,10,873,1,0,0,0,0,20
corpus_mesh,10,873,1,0,0,0,0,22
single,10,874,1,0,0,0,0,10
reflection,10,874,1,0,3,3,0,13
static_team,10,874,1,0,0,0,0,20
corpus_mesh,10,874,1,0,0,0,0,23
single,10,875,1,0,0,0,0,10
reflection,10,875,1,0,3,3,0,13
static_team,10,875,1,0,0,0,0,20
corpus_mesh,10,875,1,0,0,0,0,20
single,10,876,1,0,0,0,0,10
reflection,10,876,1,0,1,1,0,11
static_team,10,876,1,0,0,0,0,20
corpus_mesh,10,876,1,0,0,0,0,22
single,10,877,1,0,0,0,0,10
reflection,10,877,1,0,3,3,0,13
static_team,10,877,1,0,0,0,0,20
corpus_mesh,10,877,1,0,0,0,0,21
single,10,878,0,1,0,0,1,10
reflection,10,878,1,0,0,0,0,10
static_team,10,878,1,0,0,0,0,20
corpus_mesh,10,878,1,0,0,0,0,21
single,10,879,1,0,0,0,0,10
reflection,10,879,1,0,3,3,0,13
static_team,10,879,1,0,0,0,0,20
corpus_mesh,10,879,1,0,0,0,0,23
single,10,880,1,0,0,0,0,10
reflection,10,880,1,1,1,1,0,11
static_team,10,880,1,1,1,1,0,21
corpus_mesh,10,880,1,1,1,1,0,24
single,10,881,1,0,0,0,0,10
reflection,10,881,0,0,4,3,1,14
static_team,10,881,1,1,1,1,0,21
corpus_mesh,10,881,1,0,0,0,0,20
single,10,882,1,0,0,0,0,10
reflection,10,882,1,0,3,3,0,13
static_team,10,882,1,0,0,0,0,20
corpus_mesh,10,882,1,0,0,0,0,21
single,10,883,1,0,0,0,0,10
reflection,10,883,1,0,3,3,0,13
static_team,10,883,1,0,0,0,0,20
corpus_mesh,10,883,1,1,1,1,0,23
single,10,884,1,0,0,0,0,10
reflection,10,884,1,0,0,0,0,10
static_team,10,884,1,0,0,0,0,20
corpus_mesh,10,884,1,0,0,0,0,20
single,10,885,1,0,0,0,0,10
reflection,10,885,1,0,3,3,0,13
static_team,10,885,1,0,0,0,0,20
corpus_mesh,10,885,1,0,0,0,0,20
single,10,886,1,0,0,0,0,10
reflection,10,886,1,0,1,1,0,11
static_team,10,886,1,0,0,0,0,20
corpus_mesh,10,886,1,0,0,0,0,21
single,10,887,1,0,0,0,0,10
