architecture,horizon,run,success,errors_introduced,errors_detected,errors_recovered,escaped_errors,agent_calls
corpus_mesh,50,856,1,0,0,0,0,108
single,50,857,0,1,0,0,1,50
reflection,50,857,0,1,13,13,1,63
static_team,50,857,1,1,1,1,0,101
corpus_mesh,50,857,1,1,1,1,0,106
single,50,858,1,0,0,0,0,50
reflection,50,858,0,1,13,12,1,63
static_team,50,858,1,0,0,0,0,100
corpus_mesh,50,858,1,0,0,0,0,108
single,50,859,1,0,0,0,0,50
reflection,50,859,1,0,21,21,0,71
static_team,50,859,1,0,0,0,0,100
corpus_mesh,50,859,1,1,1,1,0,109
single,50,860,0,1,0,0,1,50
reflection,50,860,0,1,9,9,1,59
static_team,50,860,1,2,2,2,0,102
corpus_mesh,50,860,1,0,0,0,0,104
single,50,861,0,1,0,0,1,50
reflection,50,861,0,1,15,15,1,65
static_team,50,861,1,1,1,1,0,101
corpus_mesh,50,861,1,0,0,0,0,104
single,50,862,1,3,0,0,0,50
reflection,50,862,1,0,12,12,0,62
static_team,50,862,1,0,0,0,0,101
corpus_mesh,50,862,1,0,0,0,0,103
single,50,863,0,2,0,0,1,50
reflection,50,863,1,0,14,14,0,64
static_team,50,863,1,0,0,0,0,100
corpus_mesh,50,863,1,1,1,1,0,105
single,50,864,1,0,0,0,0,50
reflection,50,864,1,1,15,15,0,65
static_team,50,864,1,1,1,1,0,101
corpus_mesh,50,864,1,1,1,1,0,111
single,50,865,0,1,0,0,1,50
reflection,50,865,1,0,18,18,0,68
static_team,50,865,1,1,1,1,0,101
corpus_mesh,50,865,1,1,1,1,0,111
single,50,866,0,2,0,0,1,50
reflection,50,866,0,1,12,12,1,62
static_team,50,866,1,1,1,1,0,102
corpus_mesh,50,866,1,0,0,0,0,105
single,50,867,1,0,0,0,0,50
reflection,50,867,0,2,14,13,1,64
static_team,50,867,1,2,2,2,0,102
corpus_mesh,50,867,1,0,0,0,0,102
single,50,868,1,0,0,0,0,50
reflection,50,868,1,0,8,8,0,58
static_team,50,868,1,2,2,2,0,103
corpus_mesh,50,868,1,1,1,1,0,108
single,50,869,1,0,0,0,0,50
reflection,50,869,0,0,19,18,1,69
static_team,50,869,1,1,1,1,0,101
corpus_mesh,50,869,1,2,2,2,0,110
single,50,870,0,1,0,0,1,50
reflection,50,870,1,0,17,17,0,67
static_team,50,870,1,1,1,1,0,102
corpus_mesh,50,870,1,0,0,0,0,107
single,50,871,1,0,0,0,0,50
reflection,50,871,0,1,12,12,1,62
static_team,50,871,1,0,0,0,0,101
corpus_mesh,50,871,1,0,0,0,0,105
single,50,872,1,0,0,0,0,50
reflection,50,872,1,0,13,13,0,63
static_team,50,872,1,1,1,1,0,101
corpus_mesh,50,872,1,0,0,0,0,104
single,50,873,0,1,0,0,1,50
reflection,50,873,0,2,19,18,1,69
static_team,50,873,1,3,3,3,0,103
corpus_mesh,50,873,1,2,2,2,0,107
single,50,874,0,1,0,0,1,50
reflection,50,874,0,1,7,7,1,57
static_team,50,874,1,0,0,0,0,100
corpus_mesh,50,874,1,2,2,2,0,112
single,50,875,1,0,0,0,0,50
reflection,50,875,1,1,18,18,0,68
static_team,50,875,1,1,1,1,0,101
corpus_mesh,50,875,1,2,2,2,0,111
single,50,876,1,0,0,0,0,50
reflection,50,876,1,0,15,15,0,65
static_team,50,876,1,1,1,1,0,102
corpus_mesh,50,876,1,2,2,2,0,105
single,50,877,0,1,0,0,1,50
reflection,50,877,1,0,14,14,0,64
static_team,50,877,1,0,0,0,0,101
corpus_mesh,50,877,1,1,1,1,0,104
single,50,878,1,0,0,0,0,50
reflection,50,878,0,1,17,17,1,67
static_team,50,878,1,2,2,2,0,102
corpus_mesh,50,878,1,0,0,0,0,104
single,50,879,0,1,0,0,1,50
reflection,50,879,1,0,16,16,0,66
static_team,50,879,1,1,1,1,0,101
corpus_mesh,50,879,1,0,0,0,0,104
single,50,880,0,3,0,0,1,50
reflection,50,880,1,1,21,21,0,71
static_team,50,880,1,2,2,2,0,102
corpus_mesh,50,880,1,0,0,0,0,103
single,50,881,1,0,0,0,0,50
reflection,50,881,1,0,14,14,0,64
static_team,50,881,1,2,2,2,0,102
corpus_mesh,50,881,1,0,0,0,0,113
single,50,882,0,2,0,0,1,50
reflection,50,882,0,1,18,18,1,68
static_team,50,882,1,0,0,0,0,101
corpus_mesh,50,882,1,1,1,1,0,109
single,50,883,0,2,0,0,1,50
reflection,50,883,1,0,10,10,0,60
static_team,50,883,1,0,0,0,0,100
corpus_mesh,50,883,1,1,1,1,0,107
single,50,884,0,1,0,0,1,50
reflection,50,884,1,0,21,21,0,71
static_team,50,884,1,3,3,3,0,103
corpus_mesh,50,884,1,0,0,0,0,105
single,50,885,1,0,0,0,0,50
reflection,50,885,1,0,19,19,0,69
static_team,50,885,1,2,2,2,0,102
corpus_mesh,50,885,1,0,0,0,0,109
single,50,886,0,2,0,0,1,50
reflection,50,886,1,0,13,13,0,63
static_team,50,886,1,0,0,0,0,100
corpus_mesh,50,886,1,0,0,0,0,106
single,50,887,1,2,0,0,0,50
reflection,50,887,1,1,14,14,0,64
static_team,50,887,1,0,0,0,0,100
corpus_mesh,50,887,1,1,1,1,0,105
single,50,888,1,0,0,0,0,50
reflection,50,888,0,1,18,17,1,68
static_team,50,888,1,1,1,1,0,101
corpus_mesh,50,888,1,0,0,0,0,102
single,50,889,1,0,0,0,0,50
reflection,50,889,0,1,13,13,1,63
static_team,50,889,1,0,0,0,0,100
corpus_mesh,50,889,1,1,1,1,0,110
single,50,890,1,0,0,0,0,50
reflection,50,890,0,0,12,11,1,62
static_team,50,890,1,0,0,0,0,100
corpus_mesh,50,890,0,0,0,0,1,110
single,50,891,0,1,0,0,1,50
reflection,50,891,1,0,12,12,0,62
static_team,50,891,1,0,0,0,0,101
corpus_mesh,50,891,1,1,1,1,0,109
single,50,892,0,1,0,0,1,50
reflection,50,892,1,1,11,11,0,61
static_team,50,892,1,0,0,0,0,100
corpus_mesh,50,892,1,1,1,1,0,115
single,50,893,0,1,0,0,1,50
reflection,50,893,0,1,13,13,1,63
static_team,50,893,1,2,2,2,0,102
corpus_mesh,50,893,1,2,2,2,0,112
single,50,894,1,0,0,0,0,50
reflection,50,894,0,1,15,14,1,65
static_team,50,894,1,0,0,0,0,100
corpus_mesh,50,894,1,1,1,1,0,106
single,50,895,1,0,0,0,0,50
reflection,50,895,0,1,16,15,1,66
static_team,50,895,1,2,2,2,0,102
corpus_mesh,50,895,1,2,2,2,0,108
single,50,896,0,1,0,0,1,50
reflection,50,896,1,0,10,10,0,60
static_team,50,896,1,0,0,0,0,100
corpus_mesh,50,896,1,1,1,1,0,103
single,50,897,1,0,0,0,0,50
reflection,50,897,0,1,14,14,1,64
static_team,50,897,1,1,1,1,0,101
corpus_mesh,50,897,1,0,0,0,0,105
single,50,898,1,0,0,0,0,50
reflection,50,898,0,2,18,17,1,68
static_team,50,898,1,1,1,1,0,101
corpus_mesh,50,898,0,5,5,4,1,121
single,50,899,1,0,0,0,0,50
reflection,50,899,0,1,14,14,1,64
static_team,50,899,1,1,1,1,0,101
corpus_mesh,50,899,1,0,0,0,0,111
single,50,900,0,1,0,0,1,50
reflection,50,900,0,1,11,11,1,61
static_team,50,900,1,0,0,0,0,100
corpus_mesh,50,900,1,1,1,1,0,107
single,50,901,0,1,0,0,1,50
reflection,50,901,0,2,9,9,1,59
static_team,50,901,1,1,1,1,0,101
corpus_mesh,50,901,1,1,1,1,0,106
single,50,902,1,0,0,0,0,50
reflection,50,902,0,0,11,10,1,61
static_team,50,902,1,1,1,1,0,102
corpus_mesh,50,902,1,0,0,0,0,108
single,50,903,0,2,0,0,1,50
reflection,50,903,0,1,12,12,1,62
static_team,50,903,1,0,0,0,0,100
corpus_mesh,50,903,1,1,1,1,0,106
single,50,904,0,2,0,0,1,50
reflection,50,904,0,2,14,14,1,64
static_team,50,904,1,2,2,2,0,103
corpus_mesh,50,904,1,1,1,1,0,106
single,50,905,1,0,0,0,0,50
reflection,50,905,1,0,22,22,0,72
static_team,50,905,1,1,1,1,0,101
corpus_mesh,50,905,1,1,1,1,0,106
single,50,906,0,1,0,0,1,50
reflection,50,906,0,1,13,13,1,63
static_team,50,906,1,0,0,0,0,100
corpus_mesh,50,906,1,0,0,0,0,105
single,50,907,0,1,0,0,1,50
reflection,50,907,0,1,14,13,1,64
static_team,50,907,1,1,1,1,0,101
corpus_mesh,50,907,1,1,1,1,0,106
single,50,908,0,1,0,0,1,50
reflection,50,908,1,0,19,19,0,69
static_team,50,908,1,0,0,0,0,100
corpus_mesh,50,908,1,2,2,2,0,112
single,50,909,1,0,0,0,0,50
reflection,50,909,1,0,15,15,0,65
static_team,50,909,1,1,1,1,0,102
corpus_mesh,50,909,1,0,0,0,0,111
single,50,910,0,1,0,0,1,50
reflection,50,910,0,2,9,9,1,59
static_team,50,910,1,0,0,0,0,100
corpus_mesh,50,910,1,0,0,0,0,105
single,50,911,1,0,0,0,0,50
reflection,50,911,1,1,15,15,0,65
static_team,50,911,1,0,0,0,0,100
corpus_mesh,50,911,1,0,0,0,0,107
single,50,912,0,1,0,0,1,50
reflection,50,912,1,0,14,14,0,64
static_team,50,912,1,0,0,0,0,101
corpus_mesh,50,912,1,1,1,1,0,108
single,50,913,0,1,0,0,1,50
reflection,50,913,1,0,13,13,0,63
static_team,50,913,1,1,1,1,0,101
corpus_mesh,50,913,1,2,2,2,0,110
single,50,914,0,1,0,0,1,50
reflection,50,914,1,1,15,15,0,65
static_team,50,914,1,1,1,1,0,101
corpus_mesh,50,914,1,1,1,1,0,105
single,50,915,0,1,0,0,1,50
reflection,50,915,0,2,15,15,1,65
static_team,50,915,1,1,1,1,0,101
corpus_mesh,50,915,1,0,0,0,0,105
single,50,916,0,1,0,0,1,50
reflection,50,916,0,1,16,16,1,66
static_team,50,916,1,0,0,0,0,101
corpus_mesh,50,916,1,0,0,0,0,105
single,50,917,1,0,0,0,0,50
reflection,50,917,0,2,15,15,1,65
static_team,50,917,1,0,0,0,0,100
corpus_mesh,50,917,1,0,0,0,0,102
single,50,918,0,1,0,0,1,50
reflection,50,918,0,1,23,22,1,73
static_team,50,918,1,2,2,2,0,102
corpus_mesh,50,918,1,0,0,0,0,106
single,50,919,1,0,0,0,0,50
reflection,50,919,0,0,11,10,1,61
static_team,50,919,1,2,2,2,0,102
corpus_mesh,50,919,1,0,0,0,0,105
single,50,920,0,1,0,0,1,50
reflection,50,920,0,2,16,16,1,66
static_team,50,920,1,0,0,0,0,101
corpus_mesh,50,920,1,2,2,2,0,114
single,50,921,0,2,0,0,1,50
reflection,50,921,1,0,10,10,0,60
static_team,50,921,1,0,0,0,0,100
corpus_mesh,50,921,1,0,0,0,0,107
single,50,922,1,0,0,0,0,50
reflection,50,922,1,1,17,17,0,67
static_team,50,922,1,0,0,0,0,101
corpus_mesh,50,922,1,0,0,0,0,108
single,50,923,1,0,0,0,0,50
reflection,50,923,0,3,9,9,1,59
static_team,50,923,1,2,2,2,0,103
corpus_mesh,50,923,1,2,2,2,0,110
single,50,924,1,2,0,0,0,50
reflection,50,924,1,0,12,12,0,62
static_team,50,924,1,2,2,2,0,102
corpus_mesh,50,924,1,2,2,2,0,107
single,50,925,1,0,0,0,0,50
reflection,50,925,0,1,19,18,1,69
static_team,50,925,1,2,2,2,0,103
corpus_mesh,50,925,1,1,1,1,0,107
single,50,926,0,1,0,0,1,50
reflection,50,926,0,2,8,8,1,58
static_team,50,926,1,2,2,2,0,102
corpus_mesh,50,926,1,1,1,1,0,106
single,50,927,0,1,0,0,1,50
reflection,50,927,1,0,9,9,0,59
static_team,50,927,1,1,1,1,0,101
corpus_mesh,50,927,1,2,2,2,0,112
single,50,928,1,0,0,0,0,50
reflection,50,928,0,2,12,11,1,62
static_team,50,928,1,0,0,0,0,100
corpus_mesh,50,928,0,2,2,2,1,113
single,50,929,0,2,0,0,1,50
reflection,50,929,0,0,16,14,1,66
static_team,50,929,1,0,0,0,0,100
corpus_mesh,50,929,1,0,0,0,0,107
single,50,930,0,1,0,0,1,50
reflection,50,930,0,2,12,12,1,62
static_team,50,930,1,0,0,0,0,100
corpus_mesh,50,930,1,2,2,2,0,109
single,50,931,1,0,0,0,0,50
reflection,50,931,0,3,13,13,1,63
static_team,50,931,1,0,0,0,0,100
corpus_mesh,50,931,1,2,2,2,0,108
single,50,932,1,0,0,0,0,50
reflection,50,932,1,0,12,12,0,62
static_team,50,932,1,1,1,1,0,101
corpus_mesh,50,932,1,1,1,1,0,107
single,50,933,1,0,0,0,0,50
reflection,50,933,1,0,13,13,0,63
static_team,50,933,1,1,1,1,0,101
corpus_mesh,50,933,1,0,0,0,0,106
single,50,934,0,1,0,0,1,50
reflection,50,934,0,3,20,20,1,70
static_team,50,934,1,0,0,0,0,100
corpus_mesh,50,934,1,2,2,2,0,109
single,50,935,1,2,0,0,0,50
reflection,50,935,0,3,18,18,1,68
static_team,50,935,1,0,0,0,0,100
corpus_mesh,50,935,1,1,1,1,0,107
single,50,936,1,0,0,0,0,50
reflection,50,936,1,1,17,17,0,67
static_team,50,936,1,0,0,0,0,100
corpus_mesh,50,936,1,0,0,0,0,107
single,50,937,0,2,0,0,1,50
reflection,50,937,0,1,14,14,1,64
static_team,50,937,1,1,1,1,0,101
corpus_mesh,50,937,1,1,1,1,0,111
single,50,938,1,0,0,0,0,50
reflection,50,938,0,2,13,13,1,63
static_team,50,938,1,0,0,0,0,100
corpus_mesh,50,938,1,0,0,0,0,108
single,50,939,1,0,0,0,0,50
reflection,50,939,1,0,12,12,0,62
static_team,50,939,1,1,1,1,0,101
corpus_mesh,50,939,1,1,1,1,0,106
single,50,940,1,0,0,0,0,50
reflection,50,940,1,0,15,15,0,65
static_team,50,940,1,0,0,0,0,102
corpus_mesh,50,940,1,0,0,0,0,113
single,50,941,0,1,0,0,1,50
reflection,50,941,1,0,16,16,0,66
static_team,50,941,1,1,1,1,0,101
corpus_mesh,50,941,1,0,0,0,0,107
single,50,942,0,2,0,0,1,50
reflection,50,942,1,0,14,14,0,64
static_team,50,942,1,1,1,1,0,102
corpus_mesh,50,942,1,0,0,0,0,101
single,50,943,0,1,0,0,1,50
reflection,50,943,0,1,9,8,1,59
static_team,50,943,1,2,2,2,0,102
corpus_mesh,50,943,1,0,0,0,0,103
single,50,944,1,0,0,0,0,50
reflection,50,944,0,1,12,12,1,62
static_team,50,944,1,1,1,1,0,101
corpus_mesh,50,944,1,0,0,0,0,107
single,50,945,1,0,0,0,0,50
reflection,50,945,0,2,19,18,1,69
static_team,50,945,1,2,2,2,0,102
corpus_mesh,50,945,1,0,0,0,0,108
single,50,946,1,0,0,0,0,50
reflection,50,946,1,0,16,16,0,66
static_team,50,946,1,1,1,1,0,101
corpus_mesh,50,946,1,0,0,0,0,103
single,50,947,1,0,0,0,0,50
reflection,50,947,0,2,14,14,1,64
static_team,50,947,1,0,0,0,0,101
corpus_mesh,50,947,1,0,0,0,0,105
single,50,948,1,0,0,0,0,50
reflection,50,948,0,1,17,17,1,67
static_team,50,948,1,2,2,2,0,102
corpus_mesh,50,948,1,2,2,2,0,108
single,50,949,1,0,0,0,0,50
reflection,50,949,0,1,16,16,1,66
static_team,50,949,1,0,0,0,0,100
corpus_mesh,50,949,1,0,0,0,0,105
single,50,950,1,0,0,0,0,50
reflection,50,950,1,0,14,14,0,64
static_team,50,950,1,1,1,1,0,101
corpus_mesh,50,950,1,2,2,2,0,107
single,50,951,0,1,0,0,1,50
reflection,50,951,0,1,22,22,1,72
static_team,50,951,1,1,1,1,0,101
corpus_mesh,50,951,1,1,1,1,0,108
single,50,952,0,1,0,0,1,50
reflection,50,952,0,1,9,9,1,59
static_team,50,952,1,0,0,0,0,101
corpus_mesh,50,952,1,0,0,0,0,105
single,50,953,0,1,0,0,1,50
reflection,50,953,1,0,18,18,0,68
static_team,50,953,1,1,1,1,0,102
corpus_mesh,50,953,1,0,0,0,0,102
single,50,954,1,0,0,0,0,50
reflection,50,954,0,1,12,11,1,62
static_team,50,954,1,1,1,1,0,101
corpus_mesh,50,954,1,1,1,1,0,104
single,50,955,1,0,0,0,0,50
reflection,50,955,0,1,15,15,1,65
static_team,50,955,1,1,1,1,0,101
corpus_mesh,50,955,1,1,1,1,0,105
single,50,956,1,0,0,0,0,50
reflection,50,956,1,0,17,17,0,67
static_team,50,956,1,0,0,0,0,100
corpus_mesh,50,956,1,0,0,0,0,106
single,50,957,0,1,0,0,1,50
reflection,50,957,0,1,14,13,1,64
static_team,50,957,1,1,1,1,0,101
corpus_mesh,50,957,1,2,2,2,0,107
single,50,958,0,2,0,0,1,50
reflection,50,958,1,0,8,8,0,58
static_team,50,958,1,2,2,2,0,102
corpus_mesh,50,958,1,0,0,0,0,103
single,50,959,1,0,0,0,0,50
reflection,50,959,1,1,15,15,0,65
static_team,50,959,1,0,0,0,0,100
corpus_mesh,50,959,1,1,1,1,0,104
single,50,960,0,1,0,0,1,50
reflection,50,960,1,2,18,18,0,68
static_team,50,960,1,0,0,0,0,100
corpus_mesh,50,960,1,1,1,1,0,104
single,50,961,0,1,0,0,1,50
reflection,50,961,1,0,18,18,0,68
static_team,50,961,1,0,0,0,0,100
corpus_mesh,50,961,1,0,0,0,0,103
single,50,962,1,0,0,0,0,50
reflection,50,962,1,0,13,13,0,63
static_team,50,962,1,1,1,1,0,102
corpus_mesh,50,962,1,2,2,1,0,118
single,50,963,1,0,0,0,0,50
reflection,50,963,0,0,20,19,1,70
static_team,50,963,1,2,2,2,0,103
corpus_mesh,50,963,1,0,0,0,0,105
single,50,964,0,1,0,0,1,50
reflection,50,964,1,2,14,14,0,64
static_team,50,964,1,1,1,1,0,101
corpus_mesh,50,964,1,1,1,1,0,107
single,50,965,1,0,0,0,0,50
reflection,50,965,1,1,11,11,0,61
static_team,50,965,1,0,0,0,0,100
corpus_mesh,50,965,1,1,1,1,0,106
single,50,966,0,1,0,0,1,50
reflection,50,966,1,0,11,11,0,61
static_team,50,966,1,0,0,0,0,100
corpus_mesh,50,966,1,0,0,0,0,109
single,50,967,0,2,0,0,1,50
reflection,50,967,1,0,18,18,0,68
static_team,50,967,1,0,0,0,0,100
corpus_mesh,50,967,1,0,0,0,0,104
single,50,968,1,0,0,0,0,50
reflection,50,968,0,2,13,13,1,63
static_team,50,968,1,0,0,0,0,100
corpus_mesh,50,968,1,0,0,0,0,104
single,50,969,0,1,0,0,1,50
reflection,50,969,0,2,11,10,1,61
static_team,50,969,1,0,0,0,0,100
corpus_mesh,50,969,1,0,0,0,0,107
single,50,970,1,0,0,0,0,50
reflection,50,970,1,0,11,11,0,61
static_team,50,970,1,2,2,2,0,102
corpus_mesh,50,970,1,2,2,2,0,115
single,50,971,0,1,0,0,1,50
reflection,50,971,1,0,12,12,0,62
static_team,50,971,1,0,0,0,0,100
corpus_mesh,50,971,1,0,0,0,0,105
single,50,972,1,0,0,0,0,50
reflection,50,972,1,0,14,14,0,64
static_team,50,972,1,0,0,0,0,100
corpus_mesh,50,972,1,0,0,0,0,103
single,50,973,0,1,0,0,1,50
reflection,50,973,0,2,13,13,1,63
static_team,50,973,1,2,2,2,0,103
corpus_mesh,50,973,1,0,0,0,0,111
single,50,974,0,1,0,0,1,50
reflection,50,974,0,2,18,18,1,68
static_team,50,974,1,2,2,2,0,102
corpus_mesh,50,974,1,0,0,0,0,104
single,50,975,0,1,0,0,1,50
reflection,50,975,0,1,11,10,1,61
static_team,50,975,1,1,1,1,0,101
corpus_mesh,50,975,1,1,1,1,0,105
single,50,976,1,0,0,0,0,50
reflection,50,976,0,2,9,9,1,59
static_team,50,976,1,1,1,1,0,102
corpus_mesh,50,976,1,1,1,1,0,108
single,50,977,1,0,0,0,0,50
reflection,50,977,1,1,13,13,0,63
static_team,50,977,1,2,2,2,0,102
corpus_mesh,50,977,1,0,0,0,0,103
single,50,978,0,1,0,0,1,50
reflection,50,978,1,0,13,13,0,63
static_team,50,978,1,2,2,2,0,102
corpus_mesh,50,978,1,0,0,0,0,109
single,50,979,1,0,0,0,0,50
reflection,50,979,1,0,16,16,0,66
static_team,50,979,1,0,0,0,0,100
corpus_mesh,50,979,1,0,0,0,0,108
single,50,980,1,0,0,0,0,50
reflection,50,980,1,0,12,12,0,62
static_team,50,980,1,2,2,2,0,102
corpus_mesh,50,980,1,1,1,1,0,107
single,50,981,1,0,0,0,0,50
reflection,50,981,0,1,11,11,1,61
static_team,50,981,1,2,2,2,0,102
corpus_mesh,50,981,1,0,0,0,0,105
single,50,982,0,1,0,0,1,50
reflection,50,982,0,1,11,11,1,61
static_team,50,982,1,1,1,1,0,103
corpus_mesh,50,982,0,2,2,1,1,112
single,50,983,1,0,0,0,0,50
reflection,50,983,0,1,14,14,1,64
static_team,50,983,1,0,0,0,0,100
corpus_mesh,50,983,1,2,2,2,0,114
single,50,984,1,0,0,0,0,50
reflection,50,984,1,0,15,15,0,65
static_team,50,984,1,2,2,2,0,102
corpus_mesh,50,984,1,0,0,0,0,105
single,50,985,1,0,0,0,0,50
reflection,50,985,1,0,18,18,0,68
static_team,50,985,1,1,1,1,0,101
corpus_mesh,50,985,1,0,0,0,0,106
single,50,986,1,0,0,0,0,50
reflection,50,986,1,0,13,13,0,63
static_team,50,986,1,0,0,0,0,100
corpus_mesh,50,986,1,3,3,3,0,110
single,50,987,0,1,0,0,1,50
reflection,50,987,0,0,16,15,1,66
static_team,50,987,1,1,1,1,0,101
corpus_mesh,50,987,1,1,1,1,0,108
single,50,988,0,1,0,0,1,50
reflection,50,988,1,0,15,15,0,65
static_team,50,988,1,0,0,0,0,100
corpus_mesh,50,988,1,1,1,1,0,108
single,50,989,0,1,0,0,1,50
reflection,50,989,0,1,17,17,1,67
static_team,50,989,1,1,1,1,0,101
corpus_mesh,50,989,1,1,1,1,0,107
single,50,990,0,1,0,0,1,50
reflection,50,990,1,0,17,17,0,67
static_team,50,990,1,0,0,0,0,100
corpus_mesh,50,990,1,2,2,2,0,109
single,50,991,1,0,0,0,0,50
reflection,50,991,0,1,16,15,1,66
static_team,50,991,1,0,0,0,0,100
corpus_mesh,50,991,1,1,1,1,0,108
single,50,992,0,1,0,0,1,50
reflection,50,992,0,0,16,15,1,66
static_team,50,992,1,0,0,0,0,100
corpus_mesh,50,992,1,1,1,1,0,109
single,50,993,0,1,0,0,1,50
reflection,50,993,0,2,15,15,1,65
static_team,50,993,1,0,0,0,0,100
corpus_mesh,50,993,1,0,0,0,0,106
single,50,994,0,2,0,0,1,50
reflection,50,994,0,0,10,9,1,60
static_team,50,994,1,0,0,0,0,100
corpus_mesh,50,994,1,0,0,0,0,112
single,50,995,0,2,0,0,1,50
reflection,50,995,0,2,13,13,1,63
static_team,50,995,1,0,0,0,0,100
corpus_mesh,50,995,1,0,0,0,0,103
single,50,996,1,0,0,0,0,50
reflection,50,996,0,0,13,12,1,63
static_team,50,996,1,0,0,0,0,100
corpus_mesh,50,996,1,1,1,1,0,107
single,50,997,0,1,0,0,1,50
reflection,50,997,1,0,14,14,0,64
static_team,50,997,1,0,0,0,0,100
corpus_mesh,50,997,1,1,1,1,0,105
single,50,998,0,3,0,0,1,50
reflection,50,998,0,2,9,9,1,59
static_team,50,998,1,2,2,2,0,102
corpus_mesh,50,998,1,4,4,4,0,117
single,50,999,0,1,0,0,1,50
reflection,50,999,1,0,19,19,0,69
static_team,50,999,1,0,0,0,0,100
corpus_mesh,50,999,1,2,2,2,0,106
single,100,0,0,1,0,0,1,100
reflection,100,0,0,4,24,24,1,124
static_team,100,0,1,1,1,1,0,201
corpus_mesh,100,0,0,2,2,1,1,212
single,100,1,0,2,0,0,1,100
reflection,100,1,0,2,28,27,1,128
static_team,100,1,1,0,0,0,0,200
corpus_mesh,100,1,1,2,2,2,0,213
single,100,2,0,4,0,0,1,100
reflection,100,2,0,1,29,29,1,129
static_team,100,2,1,1,1,1,0,202
corpus_mesh,100,2,1,2,2,2,0,218
single,100,3,0,4,0,0,1,100
reflection,100,3,1,1,21,21,0,121
static_team,100,3,1,2,2,2,0,203
corpus_mesh,100,3,1,0,0,0,0,212
single,100,4,1,0,0,0,0,100
reflection,100,4,0,3,31,31,1,131
static_team,100,4,1,2,2,2,0,202
corpus_mesh,100,4,1,1,1,1,0,215
single,100,5,1,0,0,0,0,100
reflection,100,5,0,2,31,31,1,131
static_team,100,5,1,0,0,0,0,200
corpus_mesh,100,5,1,0,0,0,0,216
single,100,6,0,6,0,0,1,100
reflection,100,6,0,1,23,22,1,123
static_team,100,6,1,2,2,2,0,203
corpus_mesh,100,6,1,3,3,3,0,223
single,100,7,0,2,0,0,1,100
reflection,100,7,1,1,40,40,0,140
static_team,100,7,1,1,1,1,0,202
corpus_mesh,100,7,1,2,2,2,0,209
single,100,8,0,3,0,0,1,100
reflection,100,8,1,0,29,29,0,129
static_team,100,8,1,0,0,0,0,200
corpus_mesh,100,8,1,3,3,3,0,218
single,100,9,0,3,0,0,1,100
reflection,100,9,0,3,27,26,1,127
static_team,100,9,1,1,1,1,0,202
corpus_mesh,100,9,1,2,2,2,0,222
single,100,10,0,4,0,0,1,100
reflection,100,10,0,2,31,31,1,131
static_team,100,10,1,1,1,1,0,201
corpus_mesh,100,10,1,0,0,0,0,213
single,100,11,0,3,0,0,1,100
reflection,100,11,0,0,25,24,1,125
static_team,100,11,1,0,0,0,0,200
corpus_mesh,100,11,1,3,3,3,0,215
single,100,12,1,0,0,0,0,100
reflection,100,12,0,4,23,20,1,123
static_team,100,12,1,1,1,1,0,202
corpus_mesh,100,12,1,2,2,2,0,215
single,100,13,1,0,0,0,0,100
reflection,100,13,0,3,33,30,1,133
static_team,100,13,1,0,0,0,0,201
corpus_mesh,100,13,1,0,0,0,0,207
single,100,14,1,0,0,0,0,100
reflection,100,14,1,3,27,27,0,127
static_team,100,14,1,3,3,3,0,204
corpus_mesh,100,14,1,3,3,3,0,219
single,100,15,1,0,0,0,0,100
reflection,100,15,0,2,30,28,1,130
static_team,100,15,1,2,2,2,0,202
corpus_mesh,100,15,1,2,2,2,0,213
single,100,16,1,0,0,0,0,100
reflection,100,16,0,1,22,22,1,122
static_team,100,16,1,4,4,4,0,204
corpus_mesh,100,16,1,1,1,1,0,212
single,100,17,0,2,0,0,1,100
reflection,100,17,0,1,30,30,1,130
static_team,100,17,1,0,0,0,0,201
corpus_mesh,100,17,1,3,3,3,0,218
single,100,18,0,1,0,0,1,100
reflection,100,18,0,3,27,25,1,127
static_team,100,18,1,0,0,0,0,200
corpus_mesh,100,18,1,3,3,3,0,223
single,100,19,1,2,0,0,0,100
reflection,100,19,0,3,20,20,1,120
static_team,100,19,1,0,0,0,0,200
corpus_mesh,100,19,1,2,2,2,0,213
single,100,20,0,1,0,0,1,100
reflection,100,20,0,2,27,26,1,127
static_team,100,20,1,1,1,1,0,203
corpus_mesh,100,20,1,1,1,1,0,218
single,100,21,0,4,0,0,1,100
reflection,100,21,0,0,29,27,1,129
static_team,100,21,1,1,1,1,0,201
corpus_mesh,100,21,1,0,0,0,0,211
single,100,22,0,1,0,0,1,100
reflection,100,22,0,2,31,31,1,131
static_team,100,22,1,2,2,2,0,202
corpus_mesh,100,22,1,0,0,0,0,209
single,100,23,0,1,0,0,1,100
reflection,100,23,0,0,25,24,1,125
static_team,100,23,1,0,0,0,0,201
corpus_mesh,100,23,1,1,1,1,0,210
single,100,24,0,2,0,0,1,100
reflection,100,24,0,2,25,25,1,125
static_team,100,24,1,7,7,7,0,207
corpus_mesh,100,24,1,1,1,1,0,211
single,100,25,0,3,0,0,1,100
reflection,100,25,0,3,24,24,1,124
static_team,100,25,1,0,0,0,0,201
corpus_mesh,100,25,1,1,1,1,0,217
single,100,26,1,0,0,0,0,100
reflection,100,26,1,0,25,25,0,125
static_team,100,26,1,1,1,1,0,202
