run_key,architecture,horizon,run_idx,chain_seed,success,errors_introduced,errors_detected,errors_recovered,escaped_errors,parse_failures,model_calls,input_tokens,output_tokens,cache_read_tokens,cost_usd,wall_seconds,challenges,recovery_calls,recovery_seconds,mean_recovery_latency_s,injected_faults,faults_detected,faults_contained,faults_repaired,infra_retries
verified_team-h6-r1,verified_team,6,1,40266905,1,1,1,1,0,0,14,42,3447,495253,0.243195,100.55,1,2,8.3,8.3,0,0,0,0,0
verified_team-h6-r0,verified_team,6,0,40266904,0,3,2,1,2,0,17,51,4489,630618,0.26323,124.13,2,5,21.27,10.64,0,0,0,0,0
